trade_id,entry_time,node,pair,direction,score,mode,entry_price,entry_atr,margin,risk_usd,max_mfe,max_mae,exit_time,gross_r,net_r,exit_type,friction,final_balance
1799,2026-01-05 04:05:00+00:00,GBP_USD__monday__asia,GBP_USD,LONG,0.6934296000000001,HARVESTER,1.34169,0.0003628571428571251,0.9747690072095168,0.04873845036047584,0.3031496062993776,0.5236220472444908,2026-01-05 04:10:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.397931757735411
1800,2026-01-05 04:10:00+00:00,USD_CHF__monday__asia,USD_CHF,LONG,0.6567068,HARVESTER,0.79494,0.00026214285714286156,0.9591727030941645,0.047958635154708225,0.0,1.0681198910079541,2026-01-05 04:15:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.378748303673528
1801,2026-01-05 04:10:00+00:00,NZD_JPY__monday__asia,NZD_JPY,SHORT,0.6526477999999999,HARVESTER,90.402,0.03414285714285776,0.9591727030941645,0.047958635154708225,0.761506276150504,0.0,2026-01-05 04:15:00+00:00,0.25,0.2,TARGET,0.05,2.3883400307044695
1802,2026-01-05 04:15:00+00:00,USD_CAD__monday__sydney,USD_CAD,LONG,0.7072364,HARVESTER,1.37704,0.00027857142857146133,0.9553360122817878,0.04776680061408939,1.5076923076916455,0.10769230769220346,2026-01-05 04:20:00+00:00,0.25,0.2,TARGET,0.05,2.3978933908272873
1803,2026-01-05 04:15:00+00:00,USD_CAD__monday__asia,USD_CAD,LONG,0.7072364,HARVESTER,1.37704,0.00027857142857146133,0.9553360122817878,0.04776680061408939,1.5076923076916455,0.10769230769220346,2026-01-05 04:20:00+00:00,0.25,0.2,TARGET,0.05,2.407446750950105
1804,2026-01-05 04:20:00+00:00,GBP_JPY__monday__asia,GBP_JPY,LONG,0.8040328000000001,HARVESTER,211.039,0.04914285714285833,0.9629787003800421,0.0481489350190021,0.3866279069768459,0.24418604651163128,2026-01-05 04:25:00+00:00,0.25,0.2,TARGET,0.05,2.417076537953905
1805,2026-01-05 04:20:00+00:00,GBP_JPY__monday__asia,GBP_JPY,LONG,0.8040328000000001,HARVESTER,211.039,0.04914285714285833,0.9629787003800421,0.0481489350190021,0.3866279069768459,0.24418604651163128,2026-01-05 04:25:00+00:00,0.25,0.2,TARGET,0.05,2.4267063249577054
1806,2026-01-05 04:25:00+00:00,EUR_USD__monday__sydney,EUR_USD,SHORT,0.622599,HARVESTER,1.16754,0.0002614285714285712,0.9706825299830822,0.04853412649915411,0.765027322404288,0.765027322404288,2026-01-05 04:30:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.4072926743580436
1807,2026-01-05 04:26:00+00:00,GBP_JPY__monday__asia,GBP_JPY,LONG,0.6606956,HARVESTER,211.054,0.04600000000000242,0.9706825299830822,0.04853412649915411,0.3913043478260812,0.304347826087158,2026-01-05 04:30:00+00:00,0.25,0.2,TARGET,0.05,2.4169994996578743
1808,2026-01-05 04:30:00+00:00,NZD_JPY__monday__asia,NZD_JPY,SHORT,0.7368366,HARVESTER,90.329,0.029642857142856575,0.9667997998631497,0.04833998999315749,0.03373493975871847,0.7759036144581952,2026-01-05 04:35:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.397663503660611
1809,2026-01-05 04:30:00+00:00,NZD_JPY__monday__asia,NZD_JPY,SHORT,0.7368366,HARVESTER,90.329,0.029642857142856575,0.9667997998631497,0.04833998999315749,0.03373493975871847,0.7759036144581952,2026-01-05 04:35:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.378327507663348
1810,2026-01-05 04:35:00+00:00,EUR_CHF__monday__asia,EUR_CHF,SHORT,0.7429368000000001,HARVESTER,0.92758,0.000192142857142855,0.9513310030653392,0.04756655015326696,0.0,0.7286245353161441,2026-01-05 04:40:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.359300887602041
1811,2026-01-05 04:35:00+00:00,USD_CHF__monday__asia,USD_CHF,SHORT,0.7320556,HARVESTER,0.79438,0.00022714285714285434,0.9513310030653392,0.04756655015326696,0.6163522012579968,0.08805031446549795,2026-01-05 04:40:00+00:00,0.25,0.2,TARGET,0.05,2.368814197632694
1812,2026-01-05 04:40:00+00:00,GBP_USD__monday__asia,GBP_USD,LONG,0.7250192,HARVESTER,1.34228,0.0002892857142857538,0.9475256790530777,0.047376283952653885,1.8666666666663598,0.0,2026-01-05 04:45:00+00:00,0.25,0.2,TARGET,0.05,2.378289454423225
1813,2026-01-05 04:40:00+00:00,GBP_USD__monday__asia,GBP_USD,LONG,0.7250192,HARVESTER,1.34228,0.0002892857142857538,0.9475256790530777,0.047376283952653885,1.8666666666663598,0.0,2026-01-05 04:45:00+00:00,0.25,0.2,TARGET,0.05,2.3877647112137557
1814,2026-01-05 04:45:00+00:00,GBP_USD__monday__sydney,GBP_USD,LONG,0.7724294,HARVESTER,1.34265,0.00029500000000002934,0.9551058844855023,0.047755294224275116,0.5084745762714562,0.5084745762707035,2026-01-05 04:50:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.3686625935240455
1815,2026-01-05 04:45:00+00:00,USD_CHF__monday__asia,USD_CHF,SHORT,0.7418556,HARVESTER,0.7942,0.00020928571428571345,0.9551058844855023,0.047755294224275116,0.38225255972681577,0.33447098976116274,2026-01-05 04:50:00+00:00,0.25,0.2,TARGET,0.05,2.3782136523689004
1816,2026-01-05 04:50:00+00:00,EUR_JPY__monday__sydney,EUR_JPY,LONG,0.7332126000000001,HARVESTER,183.704,0.036214285714282014,0.9512854609475602,0.04756427304737801,1.1045364891517668,0.0,2026-01-05 04:55:00+00:00,0.25,0.2,TARGET,0.05,2.387726506978376
1817,2026-01-05 04:50:00+00:00,EUR_JPY__monday__sydney,EUR_JPY,LONG,0.7332126000000001,HARVESTER,183.704,0.036214285714282014,0.9512854609475602,0.04756427304737801,1.1045364891517668,0.0,2026-01-05 04:55:00+00:00,0.25,0.2,TARGET,0.05,2.3972393615878516
1818,2026-01-05 04:55:00+00:00,USD_JPY__monday__sydney,USD_JPY,LONG,0.7159981999999999,HARVESTER,157.284,0.036642857142855485,0.9588957446351407,0.04794478723175703,0.24561403508812754,0.6822612085771841,2026-01-05 05:00:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.3780614466951486
1819,2026-01-05 04:55:00+00:00,USD_JPY__monday__asia,USD_JPY,LONG,0.7159981999999999,HARVESTER,157.284,0.036642857142855485,0.9588957446351407,0.04794478723175703,0.24561403508812754,0.6822612085771841,2026-01-05 05:00:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.3588835318024457
1820,2026-01-05 05:01:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.6395126,HARVESTER,211.128,0.04014285714286002,0.9435534127209783,0.04717767063604891,1.1459074733093337,0.7473309608540672,2026-01-05 05:05:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.340012463548026
1821,2026-01-05 05:01:00+00:00,AUD_JPY__monday__sydney,AUD_JPY,SHORT,0.6364784,HARVESTER,104.898,0.036714285714285415,0.9435534127209783,0.04717767063604891,0.9260700389102905,0.735408560311318,2026-01-05 05:05:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.321141395293606
1822,2026-01-05 05:05:00+00:00,EUR_CHF__monday__asia,EUR_CHF,SHORT,0.6210060000000001,HARVESTER,0.9277,0.00014642857142857117,0.9284565581174425,0.04642282790587213,0.6829268292682187,0.0,2026-01-05 05:10:00+00:00,0.25,0.2,TARGET,0.05,2.3304259608747806
1823,2026-01-05 05:05:00+00:00,EUR_CHF__monday__sydney,EUR_CHF,SHORT,0.6210060000000001,HARVESTER,0.9277,0.00014642857142857117,0.9284565581174425,0.04642282790587213,0.6829268292682187,0.0,2026-01-05 05:10:00+00:00,0.25,0.2,TARGET,0.05,2.339710526455955
1824,2026-01-05 05:10:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.744178,HARVESTER,183.683,0.03385714285714008,0.9358842105823819,0.0467942105291191,0.6202531645566166,0.0,2026-01-05 05:15:00+00:00,0.25,0.2,TARGET,0.05,2.349069368561779
1825,2026-01-05 05:10:00+00:00,EUR_CHF__monday__asia,EUR_CHF,SHORT,0.7205786,HARVESTER,0.92763,0.0001400000000000052,0.9358842105823819,0.0467942105291191,0.49999999999929196,0.21428571428631715,2026-01-05 05:15:00+00:00,0.25,0.2,TARGET,0.05,2.358428210667603
1826,2026-01-05 05:15:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.7078312,HARVESTER,211.071,0.04071428571428929,0.9433712842670412,0.04716856421335206,0.5649122807016098,0.8596491228068582,2026-01-05 05:20:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.339560784982262
1827,2026-01-05 05:15:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.7078312,HARVESTER,211.071,0.04071428571428929,0.9433712842670412,0.04716856421335206,0.5649122807016098,0.8596491228068582,2026-01-05 05:20:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.320693359296921
1828,2026-01-05 05:20:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.6949832,HARVESTER,157.212,0.03585714285714557,0.9282773437187685,0.04641386718593842,0.7808764940236107,0.0,2026-01-05 05:25:00+00:00,0.25,0.2,TARGET,0.05,2.329976132734109
1829,2026-01-05 05:20:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.6949832,HARVESTER,157.212,0.03585714285714557,0.9282773437187685,0.04641386718593842,0.7808764940236107,0.0,2026-01-05 05:25:00+00:00,0.25,0.2,TARGET,0.05,2.3392589061712967
1830,2026-01-05 05:25:00+00:00,USD_CAD__monday__asia,USD_CAD,SHORT,0.6626526,HARVESTER,1.37689,0.0002471428571428109,0.9357035624685186,0.04678517812342593,0.28323699421976484,0.3641618497116396,2026-01-05 05:30:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.320544834921926
1831,2026-01-05 05:25:00+00:00,USD_CAD__monday__asia,USD_CAD,SHORT,0.6626526,HARVESTER,1.37689,0.0002471428571428109,0.9357035624685186,0.04678517812342593,0.28323699421976484,0.3641618497116396,2026-01-05 05:30:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.3018307636725557
1832,2026-01-05 05:30:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.7414422,HARVESTER,157.184,0.03435714285714653,0.9207323054690222,0.04603661527345111,1.659043659043131,0.0,2026-01-05 05:35:00+00:00,0.25,0.2,TARGET,0.05,2.3110380867272458
1833,2026-01-05 05:30:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.7414422,HARVESTER,157.184,0.03435714285714653,0.9207323054690222,0.04603661527345111,1.659043659043131,0.0,2026-01-05 05:35:00+00:00,0.25,0.2,TARGET,0.05,2.320245409781936
1834,2026-01-05 05:35:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.8000102,HARVESTER,157.129,0.03385714285714617,0.9280981639127743,0.046404908195638715,0.3544303797468142,0.8565400843879943,2026-01-05 05:40:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.3016834465036804
1835,2026-01-05 05:35:00+00:00,EUR_USD__monday__asia,EUR_USD,LONG,0.6649124,HARVESTER,1.16844,0.00020000000000000969,0.9280981639127743,0.046404908195638715,0.40000000000038066,0.24999999999940525,2026-01-05 05:40:00+00:00,0.25,0.2,TARGET,0.05,2.310964428142808
1836,2026-01-05 05:40:00+00:00,EUR_CHF__monday__asia,EUR_CHF,LONG,0.7280736,HARVESTER,0.92798,0.0001407142857142956,0.9243857712571233,0.04621928856285616,0.07106598984738732,0.9949238578681564,2026-01-05 05:45:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.2924767127176655
1837,2026-01-05 05:40:00+00:00,NZD_JPY__monday__asia,NZD_JPY,LONG,0.6869381999999999,HARVESTER,90.403,0.03428571428571051,0.9243857712571233,0.04621928856285616,1.370833333333398,0.0,2026-01-05 05:45:00+00:00,0.25,0.2,TARGET,0.05,2.301720570430237
1838,2026-01-05 05:45:00+00:00,GBP_USD__monday__asia,GBP_USD,LONG,0.6769888000000001,HARVESTER,1.34306,0.00024857142857143924,0.9206882281720947,0.04603441140860474,0.5229885057478504,0.724137931033836,2026-01-05 05:50:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.283306805866795
1839,2026-01-05 05:45:00+00:00,GBP_USD__monday__asia,GBP_USD,LONG,0.6769888000000001,HARVESTER,1.34306,0.00024857142857143924,0.9206882281720947,0.04603441140860474,0.5229885057478504,0.724137931033836,2026-01-05 05:50:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.2648930413033534
1840,2026-01-05 05:50:00+00:00,NZD_JPY__monday__asia,NZD_JPY,LONG,0.6794990000000001,HARVESTER,90.444,0.03307142857142509,0.9059572165213414,0.04529786082606707,0.24190064794805557,0.3628509719222982,2026-01-05 05:55:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.2467738969729267
1841,2026-01-05 05:50:00+00:00,NZD_JPY__monday__asia,NZD_JPY,LONG,0.6794990000000001,HARVESTER,90.444,0.03307142857142509,0.9059572165213414,0.04529786082606707,0.24190064794805557,0.3628509719222982,2026-01-05 05:55:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.2286547526425
1842,2026-01-05 05:55:00+00:00,AUD_JPY__monday__asia,AUD_JPY,LONG,0.703762,HARVESTER,104.907,0.033000000000002264,0.8914619010570001,0.04457309505285,1.7878787878785893,0.030303030302742284,2026-01-05 06:00:00+00:00,0.25,0.2,TARGET,0.05,2.23756937165307
1843,2026-01-05 05:55:00+00:00,AUD_JPY__monday__asia,AUD_JPY,LONG,0.703762,HARVESTER,104.907,0.033000000000002264,0.8914619010570001,0.04457309505285,1.7878787878785893,0.030303030302742284,2026-01-05 06:00:00+00:00,0.25,0.2,TARGET,0.05,2.2464839906636396
1844,2026-01-05 06:00:00+00:00,NZD_JPY__monday__asia,NZD_JPY,LONG,0.7027958000000001,HARVESTER,90.454,0.033428571428568636,0.8985935962654558,0.04492967981327279,0.35897435897440255,0.8376068376066559,2026-01-05 06:05:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.2285121187383305
1845,2026-01-05 06:00:00+00:00,NZD_JPY__monday__asia,NZD_JPY,LONG,0.7027958000000001,HARVESTER,90.454,0.033428571428568636,0.8985935962654558,0.04492967981327279,0.35897435897440255,0.8376068376066559,2026-01-05 06:05:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.2105402468130215
1846,2026-01-05 06:06:00+00:00,USD_CHF__monday__asia,USD_CHF,LONG,0.6455698,HARVESTER,0.79452,0.00016428571428571997,0.8842160987252086,0.04421080493626043,0.7304347826087251,2.069565217391275,2026-01-05 06:10:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.1928559248385175
1847,2026-01-05 06:06:00+00:00,EUR_CHF__monday__asia,EUR_CHF,LONG,0.6392338000000001,HARVESTER,0.92808,0.00014142857142858598,0.8842160987252086,0.04421080493626043,0.0,0.5656565656562882,2026-01-05 06:10:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.1751716028640136
1848,2026-01-05 06:10:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.7565763999999999,HARVESTER,183.616,0.04628571428571604,0.8700686411456054,0.04350343205728027,0.0,1.4259259259253119,2026-01-05 06:15:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.1577702300411015
1849,2026-01-05 06:10:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.7565763999999999,HARVESTER,183.616,0.04628571428571604,0.8700686411456054,0.04350343205728027,0.0,1.4259259259253119,2026-01-05 06:15:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.1403688572181894
1850,2026-01-05 06:15:00+00:00,AUD_USD__monday__asia,AUD_USD,LONG,0.6460798000000001,HARVESTER,0.66745,0.00021142857142857668,0.8561475428872757,0.042807377144363785,0.9932432432434243,0.0,2026-01-05 06:20:00+00:00,0.25,0.2,TARGET,0.05,2.1489303326470623
1851,2026-01-05 06:15:00+00:00,AUD_USD__monday__asia,AUD_USD,LONG,0.6460798000000001,HARVESTER,0.66745,0.00021142857142857668,0.8561475428872757,0.042807377144363785,0.9932432432434243,0.0,2026-01-05 06:20:00+00:00,0.25,0.2,TARGET,0.05,2.1574918080759353
1852,2026-01-05 06:20:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.6718514000000001,HARVESTER,157.169,0.04078571428571617,0.8629967232303741,0.043149836161518705,1.3975481611211775,0.0,2026-01-05 06:25:00+00:00,0.25,0.2,TARGET,0.05,2.166121775308239
1853,2026-01-05 06:20:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.6718514000000001,HARVESTER,157.169,0.04078571428571617,0.8629967232303741,0.043149836161518705,1.3975481611211775,0.0,2026-01-05 06:25:00+00:00,0.25,0.2,TARGET,0.05,2.1747517425405425
1854,2026-01-05 06:25:00+00:00,GBP_USD__monday__asia,GBP_USD,LONG,0.7157048000000001,HARVESTER,1.343,0.0003007142857142732,0.869900697016217,0.04349503485081085,1.3966745843233876,0.3990498812348317,2026-01-05 06:30:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.157353728600218
1855,2026-01-05 06:25:00+00:00,GBP_USD__monday__asia,GBP_USD,LONG,0.7157048000000001,HARVESTER,1.343,0.0003007142857142732,0.869900697016217,0.04349503485081085,1.3966745843233876,0.3990498812348317,2026-01-05 06:30:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.1399557146598935
1856,2026-01-05 06:30:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.6889912,HARVESTER,210.988,0.0569999999999981,0.8559822858639575,0.042799114293197875,1.1052631578945662,0.35087719298264736,2026-01-05 06:35:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.1228360689426142
1857,2026-01-05 06:30:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.6889912,HARVESTER,210.988,0.0569999999999981,0.8559822858639575,0.042799114293197875,1.1052631578945662,0.35087719298264736,2026-01-05 06:35:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.105716423225335
1858,2026-01-05 06:35:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.7251166,HARVESTER,183.562,0.05121428571428461,0.8422865692901339,0.042114328464506696,0.0,0.8786610878658836,2026-01-05 06:40:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.0888706918395323
1859,2026-01-05 06:35:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.7251166,HARVESTER,183.562,0.05121428571428461,0.8422865692901339,0.042114328464506696,0.0,0.8786610878658836,2026-01-05 06:40:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.0720249604537297
1860,2026-01-05 06:40:00+00:00,EUR_CHF__monday__asia,EUR_CHF,LONG,0.604133,HARVESTER,0.92812,0.00011142857142854805,0.828809984181492,0.0414404992090746,1.4358974358981769,1.0769230769223872,2026-01-05 06:45:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.0554487607701
1861,2026-01-05 06:41:00+00:00,EUR_JPY__monday__asia,EUR_JPY,LONG,0.6032246,HARVESTER,183.592,0.0513571428571404,0.828809984181492,0.0414404992090746,0.9346314325447284,0.0,2026-01-05 06:45:00+00:00,0.25,0.2,TARGET,0.05,2.063736860611915
1862,2026-01-05 06:45:00+00:00,EUR_USD__monday__asia,EUR_USD,LONG,0.7378576,HARVESTER,1.16906,0.00024285714285713196,0.825494744244766,0.0412747372122383,0.5352941176469325,0.1647058823531133,2026-01-05 06:50:00+00:00,0.25,0.2,TARGET,0.05,2.0719918080543627
1863,2026-01-05 06:45:00+00:00,GBP_JPY__monday__asia,GBP_JPY,LONG,0.7099062,HARVESTER,211.016,0.058357142857141345,0.825494744244766,0.0412747372122383,0.9253365973072806,0.5997552019583414,2026-01-05 06:50:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.0554819131694675
1864,2026-01-05 06:50:00+00:00,EUR_JPY__monday__asia,EUR_JPY,LONG,0.6797625999999999,HARVESTER,183.642,0.05214285714285235,0.822192765267787,0.04110963826338935,0.0,1.3808219178083985,2026-01-05 06:55:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.039038057864112
1865,2026-01-05 06:50:00+00:00,EUR_JPY__monday__asia,EUR_JPY,LONG,0.6797625999999999,HARVESTER,183.642,0.05214285714285235,0.822192765267787,0.04110963826338935,0.0,1.3808219178083985,2026-01-05 06:55:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.022594202558756
1866,2026-01-05 06:55:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.7061094000000001,HARVESTER,210.986,0.0615714285714282,0.8090376810235025,0.04045188405117513,1.169373549884042,0.0,2026-01-05 07:00:00+00:00,0.25,0.2,TARGET,0.05,2.0306845793689914
1867,2026-01-05 06:55:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.7061094000000001,HARVESTER,210.986,0.0615714285714282,0.8090376810235025,0.04045188405117513,1.169373549884042,0.0,2026-01-05 07:00:00+00:00,0.25,0.2,TARGET,0.05,2.0387749561792265
1868,2026-01-05 07:00:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.6994448,HARVESTER,183.553,0.054285714285711606,0.8155099824716906,0.04077549912358453,1.178947368420981,0.3868421052634534,2026-01-05 07:05:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.022464756529793
1869,2026-01-05 07:00:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.6994448,HARVESTER,183.553,0.054285714285711606,0.8155099824716906,0.04077549912358453,1.178947368420981,0.3868421052634534,2026-01-05 07:05:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,2.006154556880359
1870,2026-01-05 07:05:00+00:00,NZD_JPY__monday__asia,NZD_JPY,LONG,0.6526836,HARVESTER,90.411,0.039857142857143354,0.8024618227521436,0.04012309113760718,0.0,1.5304659498209463,2026-01-05 07:10:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.9901053204253163
1871,2026-01-05 07:05:00+00:00,NZD_JPY__monday__asia,NZD_JPY,LONG,0.6526836,HARVESTER,90.411,0.039857142857143354,0.8024618227521436,0.04012309113760718,0.0,1.5304659498209463,2026-01-05 07:10:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.9740560839702734
1872,2026-01-05 07:10:00+00:00,EUR_JPY__monday__asia,EUR_JPY,SHORT,0.6741726,HARVESTER,183.508,0.05621428571428412,0.7896224335881095,0.03948112167940547,0.7827191867854809,0.7115628970773882,2026-01-05 07:15:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.9582636352985112
1873,2026-01-05 07:10:00+00:00,EUR_CHF__monday__asia,EUR_CHF,SHORT,0.6712359999999999,HARVESTER,0.928,0.00012357142857139753,0.7896224335881095,0.03948112167940547,0.0,1.4566473988439566,2026-01-05 07:15:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.942471186626749
1874,2026-01-05 07:15:00+00:00,GBP_USD__monday__asia,GBP_USD,SHORT,0.6780874,HARVESTER,1.34299,0.0003914285714285347,0.7769884746506995,0.03884942373253498,0.0,1.3029197080293462,2026-01-05 07:20:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.926931417133735
1875,2026-01-05 07:15:00+00:00,USD_CHF__monday__asia,USD_CHF,LONG,0.6690552,HARVESTER,0.79424,0.00024857142857141545,0.7769884746506995,0.03884942373253498,0.0,2.1724137931035026,2026-01-05 07:20:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.9113916476407211
1876,2026-01-05 07:20:00+00:00,EUR_JPY__monday__asia,EUR_JPY,LONG,0.6432356,HARVESTER,183.54,0.05578571428571471,0.7645566590562884,0.03822783295281442,0.7349551856593484,0.2868117797693651,2026-01-05 07:25:00+00:00,0.25,0.2,TARGET,0.05,1.919037214231284
1877,2026-01-05 07:20:00+00:00,EUR_JPY__monday__asia,EUR_JPY,LONG,0.6432356,HARVESTER,183.54,0.05578571428571471,0.7645566590562884,0.03822783295281442,0.7349551856593484,0.2868117797693651,2026-01-05 07:25:00+00:00,0.25,0.2,TARGET,0.05,1.9266827808218467
1878,2026-01-05 07:25:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.654536,HARVESTER,210.878,0.060285714285717926,0.7706731123287387,0.038533655616436936,1.2606635071088192,0.46445497630362137,2026-01-05 07:30:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.911269318575272
1879,2026-01-05 07:25:00+00:00,GBP_JPY__monday__asia,GBP_JPY,SHORT,0.654536,HARVESTER,210.878,0.060285714285717926,0.7706731123287387,0.038533655616436936,1.2606635071088192,0.46445497630362137,2026-01-05 07:30:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.8958558563286974
1880,2026-01-05 07:30:00+00:00,USD_CAD__monday__asia,USD_CAD,LONG,0.757186,HARVESTER,1.37745,0.0002607142857142967,0.7583423425314789,0.037917117126573946,1.5342465753422323,0.0,2026-01-05 07:35:00+00:00,0.25,0.2,TARGET,0.05,1.903439279754012
1881,2026-01-05 07:30:00+00:00,USD_CAD__monday__asia,USD_CAD,LONG,0.757186,HARVESTER,1.37745,0.0002607142857142967,0.7583423425314789,0.037917117126573946,1.5342465753422323,0.0,2026-01-05 07:35:00+00:00,0.25,0.2,TARGET,0.05,1.9110227031793268
1882,2026-01-05 07:35:00+00:00,USD_CHF__monday__london,USD_CHF,LONG,0.7614244,HARVESTER,0.79434,0.0002621428571428378,0.7644090812717307,0.03822045406358653,0.0,1.7166212534063556,2026-01-05 07:40:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.895734521553892
1883,2026-01-05 07:35:00+00:00,CHF_JPY__monday__london,CHF_JPY,SHORT,0.7260397999999999,HARVESTER,197.686,0.07214285714285447,0.7644090812717307,0.03822045406358653,0.0,1.3029702970296693,2026-01-05 07:40:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.8804463399284574
1884,2026-01-05 07:40:00+00:00,USD_JPY__monday__london,USD_JPY,SHORT,0.7651049999999999,HARVESTER,156.989,0.04628571428571401,0.752178535971383,0.03760892679856915,0.0,2.030864197530749,2026-01-05 07:45:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.8654027692090298
1885,2026-01-05 07:40:00+00:00,USD_JPY__monday__asia,USD_JPY,SHORT,0.7187142,HARVESTER,156.989,0.04628571428571401,0.752178535971383,0.03760892679856915,0.0,2.030864197530749,2026-01-05 07:45:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.8503591984896022
1886,2026-01-05 07:45:00+00:00,USD_CAD__monday__london,USD_CAD,LONG,0.7470787999999999,HARVESTER,1.37782,0.00026214285714286156,0.7401436793958409,0.037007183969792044,0.7629427792914563,0.0,2026-01-05 07:50:00+00:00,0.25,0.2,TARGET,0.05,1.8577606352835605
1887,2026-01-05 07:45:00+00:00,USD_CAD__monday__london,USD_CAD,LONG,0.7470787999999999,HARVESTER,1.37782,0.00026214285714286156,0.7401436793958409,0.037007183969792044,0.7629427792914563,0.0,2026-01-05 07:50:00+00:00,0.25,0.2,TARGET,0.05,1.8651620720775188
1888,2026-01-05 07:50:00+00:00,GBP_USD__monday__london,GBP_USD,LONG,0.6690628000000001,HARVESTER,1.34259,0.00047000000000001804,0.7460648288310077,0.03730324144155038,0.2127659574467769,1.1702127659575092,2026-01-05 07:55:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.8502407755008987
1889,2026-01-05 07:50:00+00:00,GBP_USD__monday__london,GBP_USD,LONG,0.6690628000000001,HARVESTER,1.34259,0.00047000000000001804,0.7460648288310077,0.03730324144155038,0.2127659574467769,1.1702127659575092,2026-01-05 07:55:00+00:00,-0.35,-0.39999999999999997,CUT,0.05,1.8353194789242786
