cluster_id,timestamp,direction,static_r,static_pips,static_reason,aee_r,aee_pips,aee_reason,runner_pips,harvester_pips
EUR_USD_LONG_0001,2024-01-15T08:00:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.3600000000000279,3.4000000000000696,TIMEOUT,0.9000000000000696,2.5
EUR_USD_LONG_0003,2024-01-15T09:47:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.0799999999999699,2.6999999999999247,TIMEOUT,0.19999999999992468,2.5
EUR_USD_LONG_0004,2024-01-15T10:26:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.2799999999995038,3.1999999999987594,TIMEOUT,0.6999999999987594,2.5
EUR_USD_LONG_0005,2024-01-15T12:33:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.6800000000003479,4.20000000000087,TIMEOUT,1.7000000000008697,2.5
EUR_USD_LONG_0006,2024-01-15T13:09:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.280000000000392,3.20000000000098,TIMEOUT,0.7000000000009798,2.5
EUR_USD_LONG_0007,2024-01-15T13:47:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.000000000000334,2.500000000000835,TIMEOUT,8.348877145181177e-13,2.5
EUR_USD_LONG_0008,2024-01-15T14:20:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.280000000000392,3.20000000000098,TIMEOUT,0.7000000000009798,2.5
EUR_USD_LONG_0009,2024-01-15T15:38:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.040000000000596,2.60000000000149,TIMEOUT,0.10000000000149001,2.5
EUR_USD_LONG_0010,2024-01-15T16:44:00.000000000Z,LONG,1.0,2.5,TP_HIT,1.040000000000596,2.60000000000149,TIMEOUT,0.10000000000149001,2.5
