pair,weekday,session,quarter,data_present,surrogate_trial_count,status
CHF_JPY,friday,ASIA,Q4,True,0,DATA_ONLY
CHF_JPY,friday,LONDON,Q1,True,0,DATA_ONLY
CHF_JPY,friday,LONDON,Q2,True,0,DATA_ONLY
CHF_JPY,friday,LONDON,Q3,True,0,DATA_ONLY
CHF_JPY,friday,LONDON,Q4,True,0,DATA_ONLY
CHF_JPY,friday,NY,Q1,True,0,DATA_ONLY
CHF_JPY,friday,NY,Q2,True,0,DATA_ONLY
CHF_JPY,friday,NY,Q3,True,0,DATA_ONLY
CHF_JPY,friday,NY,Q4,True,0,DATA_ONLY
EUR_CHF,monday,ASIA,Q1,True,0,DATA_ONLY
EUR_CHF,monday,ASIA,Q2,True,0,DATA_ONLY
EUR_CHF,monday,ASIA,Q3,True,8,PARTIAL_SURROGATE
EUR_CHF,monday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_CHF,monday,LONDON,Q1,True,0,DATA_ONLY
EUR_CHF,monday,LONDON,Q2,True,0,DATA_ONLY
EUR_CHF,monday,LONDON,Q3,True,0,DATA_ONLY
EUR_CHF,monday,LONDON,Q4,True,0,DATA_ONLY
EUR_CHF,monday,NY,Q1,True,0,DATA_ONLY
EUR_CHF,monday,NY,Q2,True,8,PARTIAL_SURROGATE
EUR_CHF,monday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_CHF,monday,NY,Q4,True,0,DATA_ONLY
EUR_CHF,tuesday,ASIA,Q1,True,0,DATA_ONLY
EUR_CHF,tuesday,ASIA,Q2,True,0,DATA_ONLY
EUR_CHF,tuesday,ASIA,Q3,True,8,PARTIAL_SURROGATE
EUR_CHF,tuesday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_CHF,tuesday,LONDON,Q1,True,0,DATA_ONLY
EUR_CHF,tuesday,LONDON,Q2,True,0,DATA_ONLY
EUR_CHF,tuesday,LONDON,Q3,True,0,DATA_ONLY
EUR_CHF,tuesday,LONDON,Q4,True,0,DATA_ONLY
EUR_CHF,tuesday,NY,Q1,True,0,DATA_ONLY
EUR_CHF,tuesday,NY,Q2,True,8,PARTIAL_SURROGATE
EUR_CHF,tuesday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_CHF,tuesday,NY,Q4,True,0,DATA_ONLY
EUR_CHF,wednesday,ASIA,Q1,True,0,DATA_ONLY
EUR_CHF,wednesday,ASIA,Q2,True,0,DATA_ONLY
EUR_CHF,wednesday,ASIA,Q3,True,8,PARTIAL_SURROGATE
EUR_CHF,wednesday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_CHF,wednesday,LONDON,Q1,True,0,DATA_ONLY
EUR_CHF,wednesday,LONDON,Q2,True,0,DATA_ONLY
EUR_CHF,wednesday,LONDON,Q3,True,0,DATA_ONLY
EUR_CHF,wednesday,LONDON,Q4,True,0,DATA_ONLY
EUR_CHF,wednesday,NY,Q1,True,0,DATA_ONLY
EUR_CHF,wednesday,NY,Q2,True,8,PARTIAL_SURROGATE
EUR_CHF,wednesday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_CHF,wednesday,NY,Q4,True,0,DATA_ONLY
EUR_CHF,thursday,ASIA,Q1,True,0,DATA_ONLY
EUR_CHF,thursday,ASIA,Q2,True,0,DATA_ONLY
EUR_CHF,thursday,ASIA,Q3,True,8,PARTIAL_SURROGATE
EUR_CHF,thursday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_CHF,thursday,LONDON,Q1,True,0,DATA_ONLY
EUR_CHF,thursday,LONDON,Q2,True,0,DATA_ONLY
EUR_CHF,thursday,LONDON,Q3,True,0,DATA_ONLY
EUR_CHF,thursday,LONDON,Q4,True,0,DATA_ONLY
EUR_CHF,thursday,NY,Q1,True,0,DATA_ONLY
EUR_CHF,thursday,NY,Q2,True,8,PARTIAL_SURROGATE
EUR_CHF,thursday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_CHF,thursday,NY,Q4,True,0,DATA_ONLY
EUR_CHF,friday,ASIA,Q1,True,0,DATA_ONLY
EUR_CHF,friday,ASIA,Q2,True,0,DATA_ONLY
EUR_CHF,friday,ASIA,Q3,True,8,PARTIAL_SURROGATE
EUR_CHF,friday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_CHF,friday,LONDON,Q1,True,0,DATA_ONLY
EUR_CHF,friday,LONDON,Q2,True,0,DATA_ONLY
EUR_CHF,friday,LONDON,Q3,True,0,DATA_ONLY
EUR_CHF,friday,LONDON,Q4,True,0,DATA_ONLY
EUR_CHF,friday,NY,Q1,True,0,DATA_ONLY
EUR_CHF,friday,NY,Q2,True,8,PARTIAL_SURROGATE
EUR_CHF,friday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_CHF,friday,NY,Q4,True,0,DATA_ONLY
EUR_GBP,monday,ASIA,Q1,True,0,DATA_ONLY
EUR_GBP,monday,ASIA,Q2,True,0,DATA_ONLY
EUR_GBP,monday,ASIA,Q3,True,0,DATA_ONLY
EUR_GBP,monday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_GBP,monday,LONDON,Q1,True,0,DATA_ONLY
EUR_GBP,monday,LONDON,Q2,True,0,DATA_ONLY
EUR_GBP,monday,LONDON,Q3,True,0,DATA_ONLY
EUR_GBP,monday,LONDON,Q4,True,0,DATA_ONLY
EUR_GBP,monday,NY,Q1,True,0,DATA_ONLY
EUR_GBP,monday,NY,Q2,True,12,PARTIAL_SURROGATE
EUR_GBP,monday,NY,Q3,True,0,DATA_ONLY
EUR_GBP,monday,NY,Q4,True,0,DATA_ONLY
EUR_GBP,tuesday,ASIA,Q1,True,0,DATA_ONLY
EUR_GBP,tuesday,ASIA,Q2,True,0,DATA_ONLY
EUR_GBP,tuesday,ASIA,Q3,True,0,DATA_ONLY
EUR_GBP,tuesday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_GBP,tuesday,LONDON,Q1,True,0,DATA_ONLY
EUR_GBP,tuesday,LONDON,Q2,True,0,DATA_ONLY
EUR_GBP,tuesday,LONDON,Q3,True,0,DATA_ONLY
EUR_GBP,tuesday,LONDON,Q4,True,0,DATA_ONLY
EUR_GBP,tuesday,NY,Q1,True,0,DATA_ONLY
EUR_GBP,tuesday,NY,Q2,True,12,PARTIAL_SURROGATE
EUR_GBP,tuesday,NY,Q3,True,0,DATA_ONLY
EUR_GBP,tuesday,NY,Q4,True,0,DATA_ONLY
