trade_id,cluster_id,entry_time,exit_time,direction,distance,entry_mode,static_pips,aee_pips,static_R,aee_R,static_reason,aee_reason
T0394,LONG_3.5_005,2024-01-15T15:22:00.000000000Z,2024-01-15T15:22:00.000000000Z,LONG,3.5,harvester,-3.5,4.20000000000087,-1.0,1.2000000000002484,SL_HIT,HOLD
T0395,LONG_3.5_005,2024-01-15T15:25:00.000000000Z,2024-01-15T15:25:00.000000000Z,LONG,3.5,harvester,-3.5,1.40000000000029,-1.0,0.40000000000008284,SL_HIT,HOLD
T0396,LONG_3.5_005,2024-01-15T15:28:00.000000000Z,2024-01-15T15:28:00.000000000Z,LONG,3.5,harvester,-3.5,2.9999999999996696,-1.0,0.8571428571427627,SL_HIT,HOLD
T0397,LONG_3.5_005,2024-01-15T15:31:00.000000000Z,2024-01-15T15:31:00.000000000Z,LONG,3.5,harvester,-3.5,4.999999999999449,-1.0,1.4285714285712712,SL_HIT,HOLD
T0398,LONG_3.5_005,2024-01-15T15:34:00.000000000Z,2024-01-15T15:34:00.000000000Z,LONG,3.5,harvester,3.5,6.00000000000156,1.0,1.7142857142861598,TP_HIT,HOLD
T0399,LONG_3.5_005,2024-01-15T15:37:00.000000000Z,2024-01-15T15:37:00.000000000Z,LONG,3.5,harvester,3.5,8.700000000001484,1.0,2.48571428571471,TP_HIT,HOLD
T0400,LONG_3.5_005,2024-01-15T15:40:00.000000000Z,2024-01-15T15:40:00.000000000Z,LONG,3.5,harvester,3.5,8.099999999999774,1.0,2.3142857142856497,TP_HIT,HOLD
T0401,LONG_3.5_005,2024-01-15T15:43:00.000000000Z,2024-01-15T15:43:00.000000000Z,LONG,3.5,harvester,3.5,7.500000000000284,1.0,2.142857142857224,TP_HIT,HOLD
T0402,LONG_3.5_005,2024-01-15T15:46:00.000000000Z,2024-01-15T15:46:00.000000000Z,LONG,3.5,harvester,3.5,5.9000000000009045,1.0,1.6857142857145442,TP_HIT,HOLD
T0403,LONG_3.5_005,2024-01-15T15:49:00.000000000Z,2024-01-15T15:49:00.000000000Z,LONG,3.5,harvester,3.5,2.9999999999996696,1.0,0.8571428571427627,TP_HIT,HOLD
T0404,LONG_3.5_005,2024-01-15T15:52:00.000000000Z,2024-01-15T15:52:00.000000000Z,LONG,3.5,harvester,3.5,0.20000000000131024,1.0,0.057142857143231494,TP_HIT,HOLD
T0405,LONG_5_001,2024-01-15T08:02:00.000000000Z,2024-01-15T08:02:00.000000000Z,LONG,5.0,harvester,5.0,-3.4000000000000696,1.0,-0.6800000000000139,TP_HIT,DECAY_EXIT
T0406,LONG_5_001,2024-01-15T08:05:00.000000000Z,2024-01-15T08:05:00.000000000Z,LONG,5.0,harvester,-5.0,-5.0,-1.0,-1.0,SL_HIT,PANIC
T0407,LONG_5_001,2024-01-15T08:08:00.000000000Z,2024-01-15T08:08:00.000000000Z,LONG,5.0,harvester,-5.0,-5.0,-1.0,-1.0,SL_HIT,PANIC
T0408,LONG_5_002,2024-01-15T10:02:00.000000000Z,2024-01-15T10:02:00.000000000Z,LONG,5.0,harvester,-5.0,-5.0,-1.0,-1.0,SL_HIT,PANIC
T0409,LONG_5_002,2024-01-15T10:05:00.000000000Z,2024-01-15T10:05:00.000000000Z,LONG,5.0,harvester,-5.0,3.4000000000000696,-1.0,0.6800000000000139,SL_HIT,HOLD
T0410,LONG_5_002,2024-01-15T10:08:00.000000000Z,2024-01-15T10:08:00.000000000Z,LONG,5.0,harvester,-5.0,4.700000000001925,-1.0,0.940000000000385,SL_HIT,HOLD
T0411,LONG_5_002,2024-01-15T10:11:00.000000000Z,2024-01-15T10:11:00.000000000Z,LONG,5.0,harvester,-5.0,5.299999999999194,-1.0,1.0599999999998388,SL_HIT,HOLD
T0412,LONG_5_002,2024-01-15T10:14:00.000000000Z,2024-01-15T10:14:00.000000000Z,LONG,5.0,harvester,5.0,4.100000000000215,1.0,0.8200000000000429,TP_HIT,HOLD
T0413,LONG_5_002,2024-01-15T10:17:00.000000000Z,2024-01-15T10:17:00.000000000Z,LONG,5.0,harvester,5.0,0.5000000000010552,1.0,0.10000000000021103,TP_HIT,HARVEST
T0414,LONG_5_002,2024-01-15T10:20:00.000000000Z,2024-01-15T10:20:00.000000000Z,LONG,5.0,harvester,5.0,10.900000000000354,1.0,2.1800000000000708,TP_HIT,HOLD
T0415,LONG_5_002,2024-01-15T10:23:00.000000000Z,2024-01-15T10:23:00.000000000Z,LONG,5.0,harvester,5.0,10.599999999998388,1.0,2.1199999999996777,TP_HIT,HOLD
T0416,LONG_5_002,2024-01-15T10:26:00.000000000Z,2024-01-15T10:26:00.000000000Z,LONG,5.0,harvester,5.0,14.300000000000423,1.0,2.8600000000000847,TP_HIT,HOLD
T0417,LONG_5_002,2024-01-15T10:29:00.000000000Z,2024-01-15T10:29:00.000000000Z,LONG,5.0,harvester,5.0,15.799999999999148,1.0,3.1599999999998296,TP_HIT,HOLD
T0418,LONG_5_002,2024-01-15T10:32:00.000000000Z,2024-01-15T10:32:00.000000000Z,LONG,5.0,harvester,5.0,15.499999999999403,1.0,3.0999999999998806,TP_HIT,HOLD
T0419,LONG_5_002,2024-01-15T10:35:00.000000000Z,2024-01-15T10:35:00.000000000Z,LONG,5.0,harvester,5.0,19.400000000000528,1.0,3.8800000000001056,TP_HIT,HOLD
T0420,LONG_5_002,2024-01-15T10:38:00.000000000Z,2024-01-15T10:38:00.000000000Z,LONG,5.0,harvester,5.0,20.400000000000418,1.0,4.080000000000084,TP_HIT,HOLD
T0421,LONG_5_002,2024-01-15T10:41:00.000000000Z,2024-01-15T10:41:00.000000000Z,LONG,5.0,harvester,5.0,18.399999999998418,1.0,3.6799999999996835,TP_HIT,HOLD
T0422,LONG_5_002,2024-01-15T10:44:00.000000000Z,2024-01-15T10:44:00.000000000Z,LONG,5.0,harvester,5.0,15.699999999998493,1.0,3.1399999999996986,TP_HIT,HOLD
T0423,LONG_5_002,2024-01-15T10:47:00.000000000Z,2024-01-15T10:47:00.000000000Z,LONG,5.0,harvester,5.0,16.100000000001113,1.0,3.2200000000002227,TP_HIT,HOLD
T0424,LONG_5_002,2024-01-15T10:50:00.000000000Z,2024-01-15T10:50:00.000000000Z,LONG,5.0,harvester,5.0,12.199999999999989,1.0,2.4399999999999977,TP_HIT,HOLD
T0425,LONG_5_002,2024-01-15T10:53:00.000000000Z,2024-01-15T10:53:00.000000000Z,LONG,5.0,harvester,5.0,8.399999999999519,1.0,1.6799999999999038,TP_HIT,HOLD
T0426,LONG_5_002,2024-01-15T10:56:00.000000000Z,2024-01-15T10:56:00.000000000Z,LONG,5.0,harvester,5.0,9.799999999999809,1.0,1.9599999999999618,TP_HIT,HOLD
T0427,LONG_5_002,2024-01-15T10:59:00.000000000Z,2024-01-15T10:59:00.000000000Z,LONG,5.0,harvester,5.0,11.399999999999189,1.0,2.2799999999998377,TP_HIT,HOLD
T0428,LONG_5_002,2024-01-15T11:02:00.000000000Z,2024-01-15T11:02:00.000000000Z,LONG,5.0,harvester,5.0,13.999999999998458,1.0,2.7999999999996916,TP_HIT,HOLD
T0429,LONG_5_002,2024-01-15T11:05:00.000000000Z,2024-01-15T11:05:00.000000000Z,LONG,5.0,harvester,5.0,13.000000000000789,1.0,2.6000000000001577,TP_HIT,HOLD
T0430,LONG_5_002,2024-01-15T11:08:00.000000000Z,2024-01-15T11:08:00.000000000Z,LONG,5.0,harvester,5.0,11.999999999998678,1.0,2.3999999999997357,TP_HIT,HOLD
T0431,LONG_5_002,2024-01-15T11:11:00.000000000Z,2024-01-15T11:11:00.000000000Z,LONG,5.0,harvester,5.0,13.799999999999368,1.0,2.7599999999998737,TP_HIT,HOLD
T0432,LONG_5_002,2024-01-15T11:14:00.000000000Z,2024-01-15T11:14:00.000000000Z,LONG,5.0,harvester,5.0,14.399999999998858,1.0,2.8799999999997716,TP_HIT,HOLD
T0433,LONG_5_002,2024-01-15T11:17:00.000000000Z,2024-01-15T11:17:00.000000000Z,LONG,5.0,harvester,5.0,10.200000000000209,1.0,2.040000000000042,TP_HIT,HOLD
T0434,LONG_5_002,2024-01-15T11:20:00.000000000Z,2024-01-15T11:20:00.000000000Z,LONG,5.0,harvester,5.0,9.199999999998099,1.0,1.8399999999996197,TP_HIT,HOLD
T0435,LONG_5_002,2024-01-15T11:23:00.000000000Z,2024-01-15T11:23:00.000000000Z,LONG,5.0,harvester,5.0,7.600000000000939,1.0,1.5200000000001879,TP_HIT,HOLD
T0436,LONG_5_002,2024-01-15T11:26:00.000000000Z,2024-01-15T11:26:00.000000000Z,LONG,5.0,harvester,5.0,6.200000000000649,1.0,1.2400000000001299,TP_HIT,DECAY_EXIT
T0437,LONG_5_002,2024-01-15T11:29:00.000000000Z,2024-01-15T11:29:00.000000000Z,LONG,5.0,harvester,5.0,4.3999999999999595,1.0,0.8799999999999919,TP_HIT,DECAY_EXIT
T0438,LONG_5_002,2024-01-15T11:32:00.000000000Z,2024-01-15T11:32:00.000000000Z,LONG,5.0,harvester,5.0,3.9999999999995595,1.0,0.7999999999999119,TP_HIT,DECAY_EXIT
T0439,LONG_5_002,2024-01-15T11:35:00.000000000Z,2024-01-15T11:35:00.000000000Z,LONG,5.0,harvester,5.0,6.6000000000010495,1.0,1.32000000000021,TP_HIT,DECAY_EXIT
T0440,LONG_5_002,2024-01-15T11:38:00.000000000Z,2024-01-15T11:38:00.000000000Z,LONG,5.0,harvester,-5.0,2.6999999999999247,-1.0,0.5399999999999849,SL_HIT,DECAY_EXIT
T0441,LONG_5_002,2024-01-15T11:41:00.000000000Z,2024-01-15T11:41:00.000000000Z,LONG,5.0,harvester,5.0,4.8000000000003595,1.0,0.9600000000000719,TP_HIT,DECAY_EXIT
T0442,LONG_5_002,2024-01-15T11:44:00.000000000Z,2024-01-15T11:44:00.000000000Z,LONG,5.0,harvester,5.0,4.3999999999999595,1.0,0.8799999999999919,TP_HIT,DECAY_EXIT
T0443,LONG_5_002,2024-01-15T11:47:00.000000000Z,2024-01-15T11:47:00.000000000Z,LONG,5.0,harvester,5.0,4.8000000000003595,1.0,0.9600000000000719,TP_HIT,DECAY_EXIT
T0444,LONG_5_002,2024-01-15T11:50:00.000000000Z,2024-01-15T11:50:00.000000000Z,LONG,5.0,harvester,5.0,6.200000000000649,1.0,1.2400000000001299,TP_HIT,DECAY_EXIT
T0445,LONG_5_002,2024-01-15T11:53:00.000000000Z,2024-01-15T11:53:00.000000000Z,LONG,5.0,harvester,5.0,4.8000000000003595,1.0,0.9600000000000719,TP_HIT,DECAY_EXIT
T0446,LONG_5_002,2024-01-15T11:56:00.000000000Z,2024-01-15T11:56:00.000000000Z,LONG,5.0,harvester,5.0,3.4000000000000696,1.0,0.6800000000000139,TP_HIT,DECAY_EXIT
T0447,LONG_5_002,2024-01-15T11:59:00.000000000Z,2024-01-15T11:59:00.000000000Z,LONG,5.0,harvester,5.0,0.5999999999994898,1.0,0.11999999999989797,TP_HIT,DECAY_EXIT
T0448,LONG_5_003,2024-01-15T13:08:00.000000000Z,2024-01-15T13:08:00.000000000Z,LONG,5.0,harvester,5.0,-5.0,1.0,-1.0,TP_HIT,PANIC
T0449,LONG_5_003,2024-01-15T13:11:00.000000000Z,2024-01-15T13:11:00.000000000Z,LONG,5.0,harvester,-5.0,-5.0,-1.0,-1.0,SL_HIT,PANIC
T0450,LONG_5_003,2024-01-15T13:14:00.000000000Z,2024-01-15T13:14:00.000000000Z,LONG,5.0,harvester,5.0,-5.0,1.0,-1.0,TP_HIT,PANIC
T0451,LONG_5_003,2024-01-15T13:17:00.000000000Z,2024-01-15T13:17:00.000000000Z,LONG,5.0,harvester,-5.0,1.2000000000012,-1.0,0.24000000000024002,SL_HIT,HARVEST
T0452,LONG_5_003,2024-01-15T13:20:00.000000000Z,2024-01-15T13:20:00.000000000Z,LONG,5.0,harvester,-5.0,-5.0,-1.0,-1.0,SL_HIT,PANIC
T0453,LONG_5_003,2024-01-15T13:23:00.000000000Z,2024-01-15T13:23:00.000000000Z,LONG,5.0,harvester,-5.0,0.9999999999998899,-1.0,0.19999999999997797,SL_HIT,HARVEST
T0454,LONG_5_003,2024-01-15T13:26:00.000000000Z,2024-01-15T13:26:00.000000000Z,LONG,5.0,harvester,-5.0,-5.0,-1.0,-1.0,SL_HIT,PANIC
T0455,LONG_5_004,2024-01-15T14:06:00.000000000Z,2024-01-15T14:06:00.000000000Z,LONG,5.0,harvester,5.0,0.10000000000065512,1.0,0.020000000000131024,TP_HIT,HOLD
T0456,LONG_5_004,2024-01-15T14:09:00.000000000Z,2024-01-15T14:09:00.000000000Z,LONG,5.0,harvester,5.0,3.20000000000098,1.0,0.640000000000196,TP_HIT,HOLD
T0457,LONG_5_004,2024-01-15T14:12:00.000000000Z,2024-01-15T14:12:00.000000000Z,LONG,5.0,harvester,5.0,6.599999999998829,1.0,1.3199999999997658,TP_HIT,HOLD
T0458,LONG_5_004,2024-01-15T14:15:00.000000000Z,2024-01-15T14:15:00.000000000Z,LONG,5.0,harvester,5.0,8.60000000000083,1.0,1.7200000000001658,TP_HIT,HOLD
T0459,LONG_5_004,2024-01-15T14:18:00.000000000Z,2024-01-15T14:18:00.000000000Z,LONG,5.0,harvester,5.0,10.40000000000152,1.0,2.080000000000304,TP_HIT,HOLD
T0460,LONG_5_004,2024-01-15T14:21:00.000000000Z,2024-01-15T14:21:00.000000000Z,LONG,5.0,harvester,5.0,11.699999999998933,1.0,2.3399999999997867,TP_HIT,HOLD
T0461,LONG_5_004,2024-01-15T14:24:00.000000000Z,2024-01-15T14:24:00.000000000Z,LONG,5.0,harvester,5.0,5.800000000000249,1.0,1.1600000000000499,TP_HIT,HOLD
T0462,LONG_5_004,2024-01-15T14:27:00.000000000Z,2024-01-15T14:27:00.000000000Z,LONG,5.0,harvester,5.0,6.200000000000649,1.0,1.2400000000001299,TP_HIT,HOLD
T0463,LONG_5_004,2024-01-15T14:30:00.000000000Z,2024-01-15T14:30:00.000000000Z,LONG,5.0,harvester,-5.0,6.099999999999994,-1.0,1.2199999999999989,SL_HIT,HOLD
T0464,LONG_5_004,2024-01-15T14:33:00.000000000Z,2024-01-15T14:33:00.000000000Z,LONG,5.0,harvester,5.0,5.20000000000076,1.0,1.040000000000152,TP_HIT,HOLD
T0465,LONG_5_004,2024-01-15T14:36:00.000000000Z,2024-01-15T14:36:00.000000000Z,LONG,5.0,harvester,5.0,6.099999999999994,1.0,1.2199999999999989,TP_HIT,HOLD
T0466,LONG_5_004,2024-01-15T14:39:00.000000000Z,2024-01-15T14:39:00.000000000Z,LONG,5.0,harvester,5.0,4.3999999999999595,1.0,0.8799999999999919,TP_HIT,HOLD
T0467,LONG_5_004,2024-01-15T14:42:00.000000000Z,2024-01-15T14:42:00.000000000Z,LONG,5.0,harvester,5.0,5.60000000000116,1.0,1.120000000000232,TP_HIT,HOLD
T0468,LONG_5_004,2024-01-15T14:45:00.000000000Z,2024-01-15T14:45:00.000000000Z,LONG,5.0,harvester,5.0,5.899999999998684,1.0,1.1799999999997368,TP_HIT,HOLD
T0469,LONG_5_004,2024-01-15T14:48:00.000000000Z,2024-01-15T14:48:00.000000000Z,LONG,5.0,harvester,5.0,9.500000000000064,1.0,1.9000000000000128,TP_HIT,HOLD
T0470,LONG_5_004,2024-01-15T14:51:00.000000000Z,2024-01-15T14:51:00.000000000Z,LONG,5.0,harvester,5.0,0.1999999999990898,1.0,0.03999999999981796,TP_HIT,HARVEST
T0471,LONG_5_004,2024-01-15T14:55:00.000000000Z,2024-01-15T14:55:00.000000000Z,LONG,5.0,harvester,5.0,7.599999999998719,1.0,1.5199999999997438,TP_HIT,HOLD
T0472,LONG_5_004,2024-01-15T14:58:00.000000000Z,2024-01-15T14:58:00.000000000Z,LONG,5.0,harvester,5.0,6.800000000000139,1.0,1.3600000000000279,TP_HIT,HOLD
T0473,LONG_5_004,2024-01-15T15:01:00.000000000Z,2024-01-15T15:01:00.000000000Z,LONG,5.0,harvester,5.0,6.6000000000010495,1.0,1.32000000000021,TP_HIT,HOLD
T0474,LONG_5_004,2024-01-15T15:04:00.000000000Z,2024-01-15T15:04:00.000000000Z,LONG,5.0,harvester,-5.0,3.8000000000004697,-1.0,0.7600000000000939,SL_HIT,HOLD
T0475,LONG_5_004,2024-01-15T15:07:00.000000000Z,2024-01-15T15:07:00.000000000Z,LONG,5.0,harvester,-5.0,-5.0,-1.0,-1.0,SL_HIT,PANIC
T0476,LONG_5_004,2024-01-15T15:10:00.000000000Z,2024-01-15T15:10:00.000000000Z,LONG,5.0,harvester,-5.0,5.60000000000116,-1.0,1.120000000000232,SL_HIT,HOLD
T0477,LONG_5_004,2024-01-15T15:13:00.000000000Z,2024-01-15T15:13:00.000000000Z,LONG,5.0,harvester,5.0,7.299999999998974,1.0,1.4599999999997948,TP_HIT,HOLD
T0478,LONG_5_004,2024-01-15T15:16:00.000000000Z,2024-01-15T15:16:00.000000000Z,LONG,5.0,harvester,5.0,5.399999999999849,1.0,1.0799999999999699,TP_HIT,HOLD
T0479,LONG_5_004,2024-01-15T15:19:00.000000000Z,2024-01-15T15:19:00.000000000Z,LONG,5.0,harvester,5.0,6.200000000000649,1.0,1.2400000000001299,TP_HIT,HOLD
T0480,LONG_5_004,2024-01-15T15:22:00.000000000Z,2024-01-15T15:22:00.000000000Z,LONG,5.0,harvester,5.0,4.20000000000087,1.0,0.8400000000001739,TP_HIT,HOLD
T0481,LONG_5_004,2024-01-15T15:25:00.000000000Z,2024-01-15T15:25:00.000000000Z,LONG,5.0,harvester,-5.0,1.40000000000029,-1.0,0.280000000000058,SL_HIT,HOLD
T0482,LONG_5_004,2024-01-15T15:28:00.000000000Z,2024-01-15T15:28:00.000000000Z,LONG,5.0,harvester,-5.0,2.9999999999996696,-1.0,0.5999999999999339,SL_HIT,HOLD
T0483,LONG_5_004,2024-01-15T15:31:00.000000000Z,2024-01-15T15:31:00.000000000Z,LONG,5.0,harvester,5.0,4.999999999999449,1.0,0.9999999999998899,TP_HIT,HOLD
T0484,LONG_5_004,2024-01-15T15:34:00.000000000Z,2024-01-15T15:34:00.000000000Z,LONG,5.0,harvester,5.0,6.00000000000156,1.0,1.200000000000312,TP_HIT,HOLD
T0485,LONG_5_004,2024-01-15T15:37:00.000000000Z,2024-01-15T15:37:00.000000000Z,LONG,5.0,harvester,5.0,8.700000000001484,1.0,1.7400000000002969,TP_HIT,HOLD
T0486,LONG_5_004,2024-01-15T15:40:00.000000000Z,2024-01-15T15:40:00.000000000Z,LONG,5.0,harvester,5.0,8.099999999999774,1.0,1.6199999999999548,TP_HIT,HOLD
T0487,LONG_5_004,2024-01-15T15:43:00.000000000Z,2024-01-15T15:43:00.000000000Z,LONG,5.0,harvester,5.0,7.500000000000284,1.0,1.5000000000000568,TP_HIT,HOLD
T0488,LONG_5_004,2024-01-15T15:46:00.000000000Z,2024-01-15T15:46:00.000000000Z,LONG,5.0,harvester,5.0,5.9000000000009045,1.0,1.180000000000181,TP_HIT,HOLD
T0489,LONG_5_004,2024-01-15T15:49:00.000000000Z,2024-01-15T15:49:00.000000000Z,LONG,5.0,harvester,5.0,2.9999999999996696,1.0,0.5999999999999339,TP_HIT,HOLD
T0490,LONG_5_004,2024-01-15T15:52:00.000000000Z,2024-01-15T15:52:00.000000000Z,LONG,5.0,harvester,5.0,0.20000000000131024,1.0,0.04000000000026205,TP_HIT,HOLD
T0491,LONG_6_001,2024-01-15T08:02:00.000000000Z,2024-01-15T08:02:00.000000000Z,LONG,6.0,harvester,-6.0,-3.4000000000000696,-1.0,-0.5666666666666783,SL_HIT,DECAY_EXIT
T0492,LONG_6_001,2024-01-15T08:05:00.000000000Z,2024-01-15T08:05:00.000000000Z,LONG,6.0,harvester,-6.0,-4.199999999998649,-1.0,-0.6999999999997749,SL_HIT,DECAY_EXIT
T0493,LONG_6_001,2024-01-15T08:08:00.000000000Z,2024-01-15T08:08:00.000000000Z,LONG,6.0,harvester,-6.0,-3.9999999999995595,-1.0,-0.6666666666665932,SL_HIT,DECAY_EXIT
T0494,LONG_6_002,2024-01-15T10:03:00.000000000Z,2024-01-15T10:03:00.000000000Z,LONG,6.0,harvester,-6.0,4.599999999999049,-1.0,0.7666666666665082,SL_HIT,HOLD
T0495,LONG_6_002,2024-01-15T10:06:00.000000000Z,2024-01-15T10:06:00.000000000Z,LONG,6.0,harvester,-6.0,1.7000000000000348,-1.0,0.28333333333333915,SL_HIT,HOLD
T0496,LONG_6_002,2024-01-15T10:09:00.000000000Z,2024-01-15T10:09:00.000000000Z,LONG,6.0,harvester,6.0,5.20000000000076,1.0,0.8666666666667933,TP_HIT,HOLD
T0497,LONG_6_002,2024-01-15T10:12:00.000000000Z,2024-01-15T10:12:00.000000000Z,LONG,6.0,harvester,6.0,4.20000000000087,1.0,0.700000000000145,TP_HIT,HOLD
T0498,LONG_6_002,2024-01-15T10:15:00.000000000Z,2024-01-15T10:15:00.000000000Z,LONG,6.0,harvester,6.0,5.899999999998684,1.0,0.983333333333114,TP_HIT,HOLD
T0499,LONG_6_002,2024-01-15T10:18:00.000000000Z,2024-01-15T10:18:00.000000000Z,LONG,6.0,harvester,6.0,12.700000000001044,1.0,2.116666666666841,TP_HIT,HOLD
T0500,LONG_6_002,2024-01-15T10:21:00.000000000Z,2024-01-15T10:21:00.000000000Z,LONG,6.0,harvester,6.0,10.199999999997988,1.0,1.6999999999996647,TP_HIT,HOLD
T0501,LONG_6_002,2024-01-15T10:24:00.000000000Z,2024-01-15T10:24:00.000000000Z,LONG,6.0,harvester,6.0,13.600000000000279,1.0,2.2666666666667132,TP_HIT,HOLD
T0502,LONG_6_002,2024-01-15T10:27:00.000000000Z,2024-01-15T10:27:00.000000000Z,LONG,6.0,harvester,6.0,13.700000000000934,1.0,2.283333333333489,TP_HIT,HOLD
T0503,LONG_6_002,2024-01-15T10:30:00.000000000Z,2024-01-15T10:30:00.000000000Z,LONG,6.0,harvester,6.0,13.199999999999878,1.0,2.1999999999999797,TP_HIT,HOLD
T0504,LONG_6_002,2024-01-15T10:33:00.000000000Z,2024-01-15T10:33:00.000000000Z,LONG,6.0,harvester,6.0,16.40000000000086,1.0,2.7333333333334764,TP_HIT,HOLD
T0505,LONG_6_002,2024-01-15T10:36:00.000000000Z,2024-01-15T10:36:00.000000000Z,LONG,6.0,harvester,6.0,19.299999999999873,1.0,3.2166666666666455,TP_HIT,HOLD
T0506,LONG_6_002,2024-01-15T10:39:00.000000000Z,2024-01-15T10:39:00.000000000Z,LONG,6.0,harvester,6.0,17.099999999998783,1.0,2.849999999999797,TP_HIT,HOLD
T0507,LONG_6_002,2024-01-15T10:42:00.000000000Z,2024-01-15T10:42:00.000000000Z,LONG,6.0,harvester,6.0,17.000000000000348,1.0,2.833333333333391,TP_HIT,HOLD
T0508,LONG_6_002,2024-01-15T10:45:00.000000000Z,2024-01-15T10:45:00.000000000Z,LONG,6.0,harvester,6.0,15.299999999998093,1.0,2.5499999999996823,TP_HIT,HOLD
T0509,LONG_6_002,2024-01-15T10:48:00.000000000Z,2024-01-15T10:48:00.000000000Z,LONG,6.0,harvester,6.0,14.999999999998348,1.0,2.4999999999997247,TP_HIT,HOLD
T0510,LONG_6_002,2024-01-15T10:51:00.000000000Z,2024-01-15T10:51:00.000000000Z,LONG,6.0,harvester,6.0,9.899999999998244,1.0,1.6499999999997073,TP_HIT,HOLD
T0511,LONG_6_002,2024-01-15T10:54:00.000000000Z,2024-01-15T10:54:00.000000000Z,LONG,6.0,harvester,6.0,12.500000000001954,1.0,2.083333333333659,TP_HIT,HOLD
T0512,LONG_6_002,2024-01-15T10:57:00.000000000Z,2024-01-15T10:57:00.000000000Z,LONG,6.0,harvester,6.0,8.799999999999919,1.0,1.4666666666666532,TP_HIT,HOLD
T0513,LONG_6_002,2024-01-15T11:00:00.000000000Z,2024-01-15T11:00:00.000000000Z,LONG,6.0,harvester,6.0,14.200000000001989,1.0,2.366666666666998,TP_HIT,HOLD
T0514,LONG_6_002,2024-01-15T11:03:00.000000000Z,2024-01-15T11:03:00.000000000Z,LONG,6.0,harvester,6.0,15.000000000000568,1.0,2.5000000000000946,TP_HIT,HOLD
T0515,LONG_6_002,2024-01-15T11:06:00.000000000Z,2024-01-15T11:06:00.000000000Z,LONG,6.0,harvester,6.0,11.599999999998278,1.0,1.9333333333330465,TP_HIT,HOLD
T0516,LONG_6_002,2024-01-15T11:09:00.000000000Z,2024-01-15T11:09:00.000000000Z,LONG,6.0,harvester,6.0,13.799999999999368,1.0,2.2999999999998946,TP_HIT,HOLD
T0517,LONG_6_002,2024-01-15T11:12:00.000000000Z,2024-01-15T11:12:00.000000000Z,LONG,6.0,harvester,6.0,14.399999999998858,1.0,2.39999999999981,TP_HIT,HOLD
T0518,LONG_6_002,2024-01-15T11:15:00.000000000Z,2024-01-15T11:15:00.000000000Z,LONG,6.0,harvester,6.0,13.500000000001844,1.0,2.2500000000003073,TP_HIT,HOLD
T0519,LONG_6_002,2024-01-15T11:18:00.000000000Z,2024-01-15T11:18:00.000000000Z,LONG,6.0,harvester,6.0,10.40000000000152,1.0,1.7333333333335865,TP_HIT,HOLD
T0520,LONG_6_002,2024-01-15T11:21:00.000000000Z,2024-01-15T11:21:00.000000000Z,LONG,6.0,harvester,6.0,10.200000000000209,1.0,1.7000000000000348,TP_HIT,HOLD
T0521,LONG_6_002,2024-01-15T11:24:00.000000000Z,2024-01-15T11:24:00.000000000Z,LONG,6.0,harvester,6.0,6.399999999999739,1.0,1.0666666666666231,TP_HIT,HOLD
T0522,LONG_6_002,2024-01-15T11:27:00.000000000Z,2024-01-15T11:27:00.000000000Z,LONG,6.0,harvester,6.0,5.9000000000009045,1.0,0.983333333333484,TP_HIT,DECAY_EXIT
T0523,LONG_6_002,2024-01-15T11:30:00.000000000Z,2024-01-15T11:30:00.000000000Z,LONG,6.0,harvester,6.0,4.999999999999449,1.0,0.8333333333332416,TP_HIT,DECAY_EXIT
T0524,LONG_6_002,2024-01-15T11:33:00.000000000Z,2024-01-15T11:33:00.000000000Z,LONG,6.0,harvester,6.0,4.999999999999449,1.0,0.8333333333332416,TP_HIT,DECAY_EXIT
T0525,LONG_6_002,2024-01-15T11:36:00.000000000Z,2024-01-15T11:36:00.000000000Z,LONG,6.0,harvester,6.0,4.60000000000127,1.0,0.7666666666668783,TP_HIT,DECAY_EXIT
T0526,LONG_6_002,2024-01-15T11:39:00.000000000Z,2024-01-15T11:39:00.000000000Z,LONG,6.0,harvester,6.0,2.80000000000058,1.0,0.4666666666667633,TP_HIT,DECAY_EXIT
T0527,LONG_6_002,2024-01-15T11:42:00.000000000Z,2024-01-15T11:42:00.000000000Z,LONG,6.0,harvester,6.0,4.699999999999704,1.0,0.783333333333284,TP_HIT,DECAY_EXIT
T0528,LONG_6_002,2024-01-15T11:45:00.000000000Z,2024-01-15T11:45:00.000000000Z,LONG,6.0,harvester,6.0,6.399999999999739,1.0,1.0666666666666231,TP_HIT,DECAY_EXIT
T0529,LONG_6_002,2024-01-15T11:48:00.000000000Z,2024-01-15T11:48:00.000000000Z,LONG,6.0,harvester,6.0,4.699999999999704,1.0,0.783333333333284,TP_HIT,DECAY_EXIT
T0530,LONG_6_002,2024-01-15T11:51:00.000000000Z,2024-01-15T11:51:00.000000000Z,LONG,6.0,harvester,6.0,4.699999999999704,1.0,0.783333333333284,TP_HIT,DECAY_EXIT
T0531,LONG_6_002,2024-01-15T11:54:00.000000000Z,2024-01-15T11:54:00.000000000Z,LONG,6.0,harvester,6.0,1.9999999999997797,1.0,0.3333333333332966,TP_HIT,DECAY_EXIT
T0532,LONG_6_002,2024-01-15T11:57:00.000000000Z,2024-01-15T11:57:00.000000000Z,LONG,6.0,harvester,6.0,0.5000000000010552,1.0,0.08333333333350919,TP_HIT,DECAY_EXIT
