distance,direction,timestamp,session,weekday,pre_range_pips,pre_trend_pips,pre_volatility,speed,efficiency
5.0,SHORT,2024-01-15T13:19:00.000000000Z,london,monday,3.8000000000004697,3.700000000002035,1.011111111110827,0.10869565217391304,0.3759398496240451
5.0,SHORT,2024-01-15T13:20:00.000000000Z,london,monday,4.999999999999449,3.8000000000004697,1.0222222222217643,0.1111111111111111,0.3759398496240451
5.0,SHORT,2024-01-15T13:21:00.000000000Z,london,monday,4.999999999999449,2.4000000000001798,0.8666666666661764,0.11363636363636363,0.3759398496240451
5.0,SHORT,2024-01-15T13:22:00.000000000Z,london,monday,4.999999999999449,3.5999999999991594,0.7333333333329565,0.11627906976744186,0.3759398496240451
5.0,SHORT,2024-01-15T13:23:00.000000000Z,london,monday,4.999999999999449,2.80000000000058,0.8222222222216876,0.11904761904761904,0.3759398496240451
5.0,SHORT,2024-01-15T13:24:00.000000000Z,london,monday,4.999999999999449,2.80000000000058,0.8222222222216876,0.11904761904761904,0.3759398496240451
5.0,SHORT,2024-01-15T13:25:00.000000000Z,london,monday,4.999999999999449,2.9999999999996696,0.7999999999995665,0.125,0.3759398496240451
5.0,SHORT,2024-01-15T13:26:00.000000000Z,london,monday,2.80000000000058,1.9999999999997797,0.6888888888884677,0.125,0.3759398496240451
5.0,SHORT,2024-01-15T13:27:00.000000000Z,london,monday,1.9999999999997797,-0.1999999999990898,0.7111111111105887,0.13157894736842105,0.3759398496240451
5.0,LONG,2024-01-15T13:28:00.000000000Z,london,monday,1.9999999999997797,0.9999999999998899,0.8222222222219343,0.7142857142857143,0.3759398496240451
5.0,SHORT,2024-01-15T13:28:00.000000000Z,london,monday,1.9999999999997797,0.9999999999998899,0.8222222222219343,0.13157894736842105,0.3759398496240451
5.0,LONG,2024-01-15T13:29:00.000000000Z,london,monday,2.9999999999996696,-2.9999999999996696,0.8444444444443021,0.8333333333333334,0.3759398496240451
5.0,SHORT,2024-01-15T13:29:00.000000000Z,london,monday,2.9999999999996696,-2.9999999999996696,0.8444444444443021,0.13513513513513514,0.3759398496240451
5.0,SHORT,2024-01-15T13:30:00.000000000Z,london,monday,2.9999999999996696,-2.9999999999996696,0.8444444444443021,0.14285714285714285,0.3759398496240451
5.0,SHORT,2024-01-15T13:31:00.000000000Z,london,monday,2.9999999999996696,-0.40000000000040004,1.13333333333311,0.14705882352941177,0.3759398496240451
5.0,SHORT,2024-01-15T13:32:00.000000000Z,london,monday,4.100000000000215,2.6999999999999247,1.1222222222221727,0.15151515151515152,0.3759398496240451
5.0,SHORT,2024-01-15T13:33:00.000000000Z,london,monday,4.199999999998649,2.7999999999983594,1.13333333333311,0.15625,0.3759398496240451
5.0,SHORT,2024-01-15T13:34:00.000000000Z,london,monday,4.199999999998649,2.80000000000058,1.133333333332863,0.16666666666666666,0.3759398496240451
5.0,SHORT,2024-01-15T13:35:00.000000000Z,london,monday,4.500000000000615,2.300000000001745,1.077777777777437,0.17857142857142858,0.3759398496240451
5.0,SHORT,2024-01-15T13:36:00.000000000Z,london,monday,5.1000000000001044,4.100000000000215,1.011111111110827,0.1724137931034483,0.40650406504062914
5.0,SHORT,2024-01-15T13:37:00.000000000Z,london,monday,5.1000000000001044,1.0999999999983245,1.099999999999805,0.17857142857142858,0.40650406504062914
5.0,SHORT,2024-01-15T13:38:00.000000000Z,london,monday,5.1000000000001044,1.7000000000000348,1.0333333333329482,0.18518518518518517,0.40650406504062914
5.0,SHORT,2024-01-15T13:39:00.000000000Z,london,monday,5.1000000000001044,2.5999999999992696,1.133333333332863,0.19230769230769232,0.40650406504062914
5.0,SHORT,2024-01-15T13:40:00.000000000Z,london,monday,3.4000000000000696,-0.10000000000065512,0.8555555555552393,0.2,0.40650406504062914
5.0,SHORT,2024-01-15T13:41:00.000000000Z,london,monday,3.4000000000000696,-2.300000000001745,0.7666666666662615,0.2,0.40650406504062914
5.0,SHORT,2024-01-15T13:42:00.000000000Z,london,monday,3.900000000001125,-2.9999999999996696,0.8222222222219343,0.21739130434782608,0.40650406504062914
5.0,SHORT,2024-01-15T13:43:00.000000000Z,london,monday,3.900000000001125,-2.100000000000435,0.8333333333333649,0.22727272727272727,0.40650406504062914
5.0,SHORT,2024-01-15T13:44:00.000000000Z,london,monday,3.900000000001125,-2.500000000000835,0.788888888888876,0.23809523809523808,0.40650406504062914
5.0,SHORT,2024-01-15T13:45:00.000000000Z,london,monday,3.900000000001125,-2.6999999999999247,0.766666666666755,0.25,0.40650406504062914
5.0,SHORT,2024-01-15T13:46:00.000000000Z,london,monday,1.9999999999997797,-0.7999999999985796,0.5555555555554944,0.2631578947368421,0.40650406504062914
5.0,SHORT,2024-01-15T13:47:00.000000000Z,london,monday,1.40000000000029,0.2999999999997449,0.4333333333334583,0.2777777777777778,0.40650406504062914
5.0,SHORT,2024-01-15T13:48:00.000000000Z,london,monday,1.40000000000029,-0.9999999999998899,0.37777777777803223,0.29411764705882354,0.40650406504062914
5.0,SHORT,2024-01-15T13:49:00.000000000Z,london,monday,1.2999999999996348,-0.4999999999988347,0.41111111111133725,0.3125,0.40650406504062914
5.0,SHORT,2024-01-15T13:50:00.000000000Z,london,monday,1.6000000000016001,1.0000000000021103,0.42222222222252115,0.3333333333333333,0.40650406504062914
5.0,SHORT,2024-01-15T13:51:00.000000000Z,london,monday,2.20000000000109,2.20000000000109,0.42222222222252115,0.35714285714285715,0.40650406504062914
5.0,SHORT,2024-01-15T13:52:00.000000000Z,london,monday,2.500000000000835,2.4000000000001798,0.4444444444446422,0.38461538461538464,0.4098360655737709
5.0,SHORT,2024-01-15T13:53:00.000000000Z,london,monday,2.500000000000835,0.8000000000008001,0.5555555555557411,0.4166666666666667,0.4098360655737709
5.0,SHORT,2024-01-15T13:54:00.000000000Z,london,monday,2.500000000000835,-0.10000000000065512,0.566666666666925,0.45454545454545453,0.4098360655737709
5.0,SHORT,2024-01-15T13:55:00.000000000Z,london,monday,2.500000000000835,-0.700000000000145,0.6333333333335349,0.5,0.4098360655737709
5.0,SHORT,2024-01-15T13:56:00.000000000Z,london,monday,2.500000000000835,0.40000000000040004,0.6666666666668399,0.5555555555555556,0.4098360655737709
5.0,SHORT,2024-01-15T13:57:00.000000000Z,london,monday,2.500000000000835,0.700000000000145,0.6333333333335349,0.625,0.39370078740154246
5.0,SHORT,2024-01-15T13:58:00.000000000Z,london,monday,2.4000000000001798,0.0,0.622222222222351,0.7142857142857143,0.38461538461536127
5.0,SHORT,2024-01-15T13:59:00.000000000Z,london,monday,2.4000000000001798,0.5999999999994898,0.688888888888961,0.8333333333333334,0.38461538461536127
5.0,SHORT,2024-01-15T14:00:00.000000000Z,london,monday,2.4000000000001798,-0.20000000000131024,0.6444444444447188,1.0,0.38461538461536127
5.0,SHORT,2024-01-15T14:01:00.000000000Z,london,monday,2.4000000000001798,-1.2999999999996348,0.6111111111111671,1.25,0.38461538461536127
5.0,SHORT,2024-01-15T14:02:00.000000000Z,london,monday,2.2999999999995246,1.1999999999989797,0.5999999999999832,1.6666666666666667,0.48076923076916056
5.0,SHORT,2024-01-15T14:03:00.000000000Z,london,monday,2.5999999999992696,-0.8999999999992347,0.8333333333331182,1.6666666666666667,0.5555555555554796
5.0,SHORT,2024-01-15T14:04:00.000000000Z,london,monday,3.9999999999995595,-1.7000000000000348,0.9222222222220959,2.5,0.595238095237972
5.0,SHORT,2024-01-15T14:05:00.000000000Z,london,monday,4.599999999999049,-2.9999999999996696,0.911111111110912,0.053763440860215055,0.6097560975609437
5.0,LONG,2024-01-15T14:06:00.000000000Z,london,monday,7.800000000000029,-6.099999999999994,1.2555555555553926,0.0625,0.6097560975609437
5.0,LONG,2024-01-15T14:07:00.000000000Z,london,monday,10.000000000001119,-8.00000000000134,1.4666666666666532,0.0641025641025641,0.6097560975609437
5.0,LONG,2024-01-15T14:08:00.000000000Z,london,monday,10.499999999999954,-9.900000000000464,1.3666666666664915,0.0847457627118644,0.6097560975609437
5.0,LONG,2024-01-15T14:09:00.000000000Z,london,monday,11.200000000000099,-10.399999999999299,1.4222222222219176,0.06493506493506493,0.6097560975609437
5.0,LONG,2024-01-15T14:10:00.000000000Z,london,monday,11.200000000000099,-9.00000000000123,1.4888888888887744,0.08771929824561403,0.588235294117635
5.0,LONG,2024-01-15T14:11:00.000000000Z,london,monday,11.200000000000099,-11.000000000001009,1.4444444444445321,0.06756756756756757,0.5681818181818235
5.0,LONG,2024-01-15T14:12:00.000000000Z,london,monday,8.60000000000083,-8.00000000000134,1.2000000000002133,0.0684931506849315,0.5681818181818235
5.0,LONG,2024-01-15T14:13:00.000000000Z,london,monday,7.200000000000539,-6.800000000000139,1.0666666666667466,0.06944444444444445,0.49019607843136254
5.0,LONG,2024-01-15T14:14:00.000000000Z,london,monday,6.6000000000010495,-6.099999999999994,1.0111111111113205,0.09433962264150944,0.4629629629629759
5.0,LONG,2024-01-15T14:15:00.000000000Z,london,monday,3.6999999999998145,-3.6999999999998145,0.7444444444446339,0.07142857142857142,0.45454545454541284
5.0,LONG,2024-01-15T14:16:00.000000000Z,london,monday,1.4999999999987246,-0.5999999999994898,0.5999999999999832,0.07246376811594203,0.45454545454541284
