node_label,cluster_id,timestamp_start,original_direction,assumed_direction,distance,time_index,time_open,profit_now,mfe_so_far,giveback_now,velocity_now,velocity_change,time_since_peak,time_under_profit_threshold,cluster_progress,opposite_direction_strength,stall_points_so_far,reversal_points_so_far,scenario_type,recommended_action
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,1,1,1.9999999999997797,1.9999999999997797,0.0,1.9999999999997797,1.9999999999997797,0,0,0.08333333333333333,-1.9999999999997797,0,0,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,2,2,1.40000000000029,1.9999999999997797,0.5999999999994898,-0.5999999999994898,-2.5999999999992696,1,1,0.08333333333333333,-1.40000000000029,0,1,whipsaw-giveback,HARVEST
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,3,3,1.8999999999991246,1.9999999999997797,0.10000000000065512,0.4999999999988347,1.0999999999983245,2,0,0.08333333333333333,-1.8999999999991246,0,1,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,4,4,1.100000000000545,1.9999999999997797,0.8999999999992347,-0.7999999999985796,-1.2999999999974143,3,1,0.08333333333333333,-1.100000000000545,0,2,whipsaw-giveback,HARVEST
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,5,5,-0.2999999999997449,1.9999999999997797,2.2999999999995246,-1.40000000000029,-0.6000000000017103,4,2,0.08333333333333333,0.2999999999997449,0,3,panic,PANIC
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,6,6,1.7000000000000348,1.9999999999997797,0.2999999999997449,1.9999999999997797,3.4000000000000696,5,0,0.08333333333333333,-1.7000000000000348,0,3,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,7,7,3.8000000000004697,3.8000000000004697,0.0,2.100000000000435,0.10000000000065512,0,0,0.08333333333333333,-3.8000000000004697,0,3,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,8,8,3.8000000000004697,3.8000000000004697,0.0,0.0,-2.100000000000435,1,0,0.08333333333333333,-3.8000000000004697,0,3,noise,DO_NOT_ENTER
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,9,9,5.20000000000076,5.20000000000076,0.0,1.40000000000029,1.40000000000029,0,0,0.08333333333333333,-5.20000000000076,0,3,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,10,10,3.1000000000003247,5.20000000000076,2.100000000000435,-2.100000000000435,-3.5000000000007248,1,0,0.08333333333333333,-3.1000000000003247,0,4,whipsaw-giveback,HARVEST
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,11,11,2.9999999999996696,5.20000000000076,2.20000000000109,-0.10000000000065512,1.9999999999997797,2,0,0.08333333333333333,-2.9999999999996696,0,4,noise,DO_NOT_ENTER
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,12,12,4.8000000000003595,5.20000000000076,0.40000000000040004,1.80000000000069,1.900000000001345,3,0,0.08333333333333333,-4.8000000000003595,0,4,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,13,13,5.20000000000076,5.20000000000076,0.0,0.40000000000040004,-1.40000000000029,4,0,0.08333333333333333,-5.20000000000076,0,4,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,14,14,1.8999999999991246,5.20000000000076,3.300000000001635,-3.300000000001635,-3.700000000002035,5,0,0.08333333333333333,-1.8999999999991246,0,5,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,15,15,2.80000000000058,5.20000000000076,2.4000000000001798,0.9000000000014552,4.20000000000309,6,0,0.08333333333333333,-2.80000000000058,0,5,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,16,16,2.5999999999992696,5.20000000000076,2.60000000000149,-0.20000000000131024,-1.1000000000027654,7,0,0.08333333333333333,-2.5999999999992696,0,5,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,17,17,2.80000000000058,5.20000000000076,2.4000000000001798,0.20000000000131024,0.4000000000026205,8,0,0.08333333333333333,-2.80000000000058,0,5,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,18,18,2.1999999999988695,5.20000000000076,3.00000000000189,-0.6000000000017103,-0.8000000000030205,9,0,0.08333333333333333,-2.1999999999988695,0,6,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,19,19,3.2999999999994145,5.20000000000076,1.900000000001345,1.100000000000545,1.7000000000022553,10,0,0.08333333333333333,-3.2999999999994145,0,6,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,20,20,2.4000000000001798,5.20000000000076,2.80000000000058,-0.8999999999992347,-1.9999999999997797,11,0,0.08333333333333333,-2.4000000000001798,0,7,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,21,21,3.1000000000003247,5.20000000000076,2.100000000000435,0.700000000000145,1.5999999999993797,12,0,0.08333333333333333,-3.1000000000003247,0,7,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,22,22,5.399999999999849,5.399999999999849,0.0,2.2999999999995246,1.5999999999993797,0,0,0.08333333333333333,-5.399999999999849,0,7,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,23,23,5.20000000000076,5.399999999999849,0.1999999999990898,-0.1999999999990898,-2.4999999999986144,1,0,0.08333333333333333,-5.20000000000076,0,7,whipsaw-giveback,HARVEST
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,24,24,5.20000000000076,5.399999999999849,0.1999999999990898,0.0,0.1999999999990898,2,0,0.08333333333333333,-5.20000000000076,0,7,noise,DO_NOT_ENTER
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,25,25,4.8000000000003595,5.399999999999849,0.5999999999994898,-0.40000000000040004,-0.40000000000040004,3,0,0.08333333333333333,-4.8000000000003595,0,8,whipsaw-giveback,HARVEST
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,26,26,3.4000000000000696,5.399999999999849,1.9999999999997797,-1.40000000000029,-0.9999999999998899,4,0,0.08333333333333333,-3.4000000000000696,0,9,whipsaw-giveback,HARVEST
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,27,27,4.20000000000087,5.399999999999849,1.1999999999989797,0.8000000000008001,2.20000000000109,5,0,0.08333333333333333,-4.20000000000087,0,9,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,28,28,0.8000000000008001,5.399999999999849,4.599999999999049,-3.4000000000000696,-4.20000000000087,6,1,0.08333333333333333,-0.8000000000008001,0,10,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,29,29,1.5999999999993797,5.399999999999849,3.8000000000004697,0.7999999999985796,4.199999999998649,7,0,0.08333333333333333,-1.5999999999993797,0,10,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,30,30,0.1999999999990898,5.399999999999849,5.20000000000076,-1.40000000000029,-2.1999999999988695,8,1,0.08333333333333333,-0.1999999999990898,0,11,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,31,31,0.2999999999997449,5.399999999999849,5.1000000000001044,0.10000000000065512,1.500000000000945,9,2,0.08333333333333333,-0.2999999999997449,0,11,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,32,32,0.1999999999990898,5.399999999999849,5.20000000000076,-0.10000000000065512,-0.20000000000131024,10,3,0.08333333333333333,-0.1999999999990898,0,11,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,33,33,0.2999999999997449,5.399999999999849,5.1000000000001044,0.10000000000065512,0.20000000000131024,11,4,0.08333333333333333,-0.2999999999997449,1,11,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,34,34,-0.1999999999990898,5.399999999999849,5.599999999998939,-0.4999999999988347,-0.5999999999994898,12,5,0.08333333333333333,0.1999999999990898,1,12,panic,PANIC
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,35,35,0.2999999999997449,5.399999999999849,5.1000000000001044,0.4999999999988347,0.9999999999976694,13,6,0.08333333333333333,-0.2999999999997449,1,12,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,36,36,1.2999999999996348,5.399999999999849,4.100000000000215,0.9999999999998899,0.5000000000010552,14,7,0.08333333333333333,-1.2999999999996348,1,12,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,37,37,2.2999999999995246,5.399999999999849,3.1000000000003247,0.9999999999998899,0.0,15,0,0.08333333333333333,-2.2999999999995246,1,12,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,38,38,1.8999999999991246,5.399999999999849,3.5000000000007248,-0.40000000000040004,-1.40000000000029,16,0,0.08333333333333333,-1.8999999999991246,1,13,decay,DECAY_EXIT
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,39,39,0.0,5.399999999999849,5.399999999999849,-1.8999999999991246,-1.4999999999987246,17,1,0.08333333333333333,0.0,1,14,panic,PANIC
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,40,40,0.8000000000008001,5.399999999999849,4.599999999999049,0.8000000000008001,2.6999999999999247,18,2,0.08333333333333333,-0.8000000000008001,1,14,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,41,41,1.5999999999993797,5.399999999999849,3.8000000000004697,0.7999999999985796,-2.220446049250313e-12,19,0,0.08333333333333333,-1.5999999999993797,1,14,continuation,HOLD
LONG_Q1,LONG_1.5_001,2024-01-15T08:02:00.000000000Z,LONG,LONG,1.5,42,42,1.8999999999991246,5.399999999999849,3.5000000000007248,0.2999999999997449,-0.4999999999988347,20,0,0.08333333333333333,-1.8999999999991246,1,14,continuation,HOLD
