instrument,ts,bid,ask,mid
EUR_USD,1769700865.0,1.19201,1.19219,1.19210
EUR_USD,1769700870.0,1.19195,1.19212,1.19204
EUR_USD,1769700875.0,1.19181,1.19197,1.19189
EUR_USD,1769700880.0,1.19177,1.19193,1.19185
EUR_USD,1769700885.0,1.19184,1.19200,1.19192
EUR_USD,1769700890.0,1.19194,1.19209,1.19202
EUR_USD,1769700895.0,1.19184,1.19199,1.19192
EUR_USD,1769700900.0,1.19182,1.19197,1.19190
EUR_USD,1769700905.0,1.19187,1.19203,1.19195
EUR_USD,1769700910.0,1.19195,1.19210,1.19203
EUR_USD,1769700915.0,1.19183,1.19198,1.19190
EUR_USD,1769700920.0,1.19184,1.19199,1.19192
EUR_USD,1769700925.0,1.19184,1.19198,1.19191
EUR_USD,1769700930.0,1.19174,1.19190,1.19182
EUR_USD,1769700935.0,1.19183,1.19197,1.19190
EUR_USD,1769700940.0,1.19164,1.19179,1.19171
EUR_USD,1769700945.0,1.19184,1.19198,1.19191
EUR_USD,1769700950.0,1.19195,1.19212,1.19204
EUR_USD,1769700955.0,1.19193,1.19209,1.19201
EUR_USD,1769700960.0,1.19183,1.19198,1.19190
EUR_USD,1769700965.0,1.19176,1.19190,1.19183
EUR_USD,1769700970.0,1.19179,1.19195,1.19187
EUR_USD,1769700975.0,1.19183,1.19199,1.19191
EUR_USD,1769700980.0,1.19183,1.19199,1.19191
EUR_USD,1769700985.0,1.19168,1.19184,1.19176
EUR_USD,1769700990.0,1.19163,1.19179,1.19171
EUR_USD,1769700995.0,1.19161,1.19175,1.19168
EUR_USD,1769701000.0,1.19172,1.19186,1.19179
EUR_USD,1769701005.0,1.19195,1.19209,1.19202
EUR_USD,1769701010.0,1.19187,1.19201,1.19194
EUR_USD,1769701015.0,1.19197,1.19211,1.19204
EUR_USD,1769701020.0,1.19197,1.19215,1.19206
EUR_USD,1769701025.0,1.19200,1.19216,1.19208
EUR_USD,1769701030.0,1.19232,1.19248,1.19240
EUR_USD,1769701035.0,1.19234,1.19254,1.19244
EUR_USD,1769701040.0,1.19247,1.19266,1.19257
EUR_USD,1769701045.0,1.19248,1.19267,1.19257
EUR_USD,1769701050.0,1.19267,1.19286,1.19277
EUR_USD,1769701055.0,1.19268,1.19286,1.19277
EUR_USD,1769701060.0,1.19259,1.19277,1.19268
EUR_USD,1769701065.0,1.19275,1.19292,1.19284
EUR_USD,1769701070.0,1.19287,1.19306,1.19297
EUR_USD,1769701075.0,1.19280,1.19297,1.19288
EUR_USD,1769701080.0,1.19288,1.19306,1.19297
EUR_USD,1769701085.0,1.19293,1.19312,1.19303
EUR_USD,1769701090.0,1.19288,1.19304,1.19296
EUR_USD,1769701095.0,1.19279,1.19297,1.19288
EUR_USD,1769701100.0,1.19283,1.19302,1.19293
EUR_USD,1769701105.0,1.19298,1.19316,1.19307
EUR_USD,1769701110.0,1.19297,1.19314,1.19306
EUR_USD,1769701115.0,1.19302,1.19319,1.19311
EUR_USD,1769701120.0,1.19291,1.19311,1.19301
EUR_USD,1769701125.0,1.19314,1.19329,1.19321
EUR_USD,1769701130.0,1.19340,1.19357,1.19348
EUR_USD,1769701135.0,1.19333,1.19351,1.19342
EUR_USD,1769701140.0,1.19328,1.19346,1.19337
EUR_USD,1769701145.0,1.19320,1.19336,1.19328
EUR_USD,1769701150.0,1.19320,1.19336,1.19328
EUR_USD,1769701155.0,1.19323,1.19340,1.19332
EUR_USD,1769701160.0,1.19329,1.19346,1.19338
EUR_USD,1769701165.0,1.19317,1.19335,1.19326
EUR_USD,1769701170.0,1.19299,1.19314,1.19307
EUR_USD,1769701175.0,1.19289,1.19304,1.19297
EUR_USD,1769701180.0,1.19295,1.19312,1.19304
EUR_USD,1769701185.0,1.19273,1.19288,1.19280
EUR_USD,1769701190.0,1.19272,1.19286,1.19279
EUR_USD,1769701195.0,1.19279,1.19296,1.19287
EUR_USD,1769701200.0,1.19266,1.19283,1.19274
EUR_USD,1769701205.0,1.19268,1.19285,1.19277
EUR_USD,1769701210.0,1.19263,1.19281,1.19272
EUR_USD,1769701215.0,1.19244,1.19260,1.19252
EUR_USD,1769701220.0,1.19259,1.19275,1.19267
EUR_USD,1769701225.0,1.19253,1.19271,1.19262
EUR_USD,1769701230.0,1.19253,1.19269,1.19261
EUR_USD,1769701235.0,1.19256,1.19274,1.19265
EUR_USD,1769701240.0,1.19265,1.19283,1.19274
EUR_USD,1769701245.0,1.19267,1.19284,1.19276
EUR_USD,1769701250.0,1.19258,1.19275,1.19266
EUR_USD,1769701255.0,1.19256,1.19272,1.19264
EUR_USD,1769701260.0,1.19240,1.19258,1.19249
EUR_USD,1769701265.0,1.19238,1.19253,1.19246
EUR_USD,1769701270.0,1.19250,1.19271,1.19260
EUR_USD,1769701275.0,1.19223,1.19239,1.19231
