instrument,ts,bid,ask,mid
EUR_USD,1769532730.0,1.19760,1.19775,1.19768
EUR_USD,1769532735.0,1.19762,1.19778,1.19770
EUR_USD,1769532740.0,1.19752,1.19769,1.19760
EUR_USD,1769532745.0,1.19749,1.19766,1.19758
EUR_USD,1769532750.0,1.19750,1.19766,1.19758
EUR_USD,1769532755.0,1.19743,1.19759,1.19751
EUR_USD,1769532760.0,1.19743,1.19758,1.19751
EUR_USD,1769532765.0,1.19736,1.19752,1.19744
EUR_USD,1769532770.0,1.19744,1.19759,1.19752
EUR_USD,1769532775.0,1.19744,1.19761,1.19753
EUR_USD,1769532780.0,1.19744,1.19761,1.19753
EUR_USD,1769532785.0,1.19739,1.19754,1.19747
EUR_USD,1769532790.0,1.19739,1.19755,1.19747
EUR_USD,1769532795.0,1.19735,1.19751,1.19743
EUR_USD,1769532800.0,1.19734,1.19751,1.19742
EUR_USD,1769532805.0,1.19735,1.19749,1.19742
EUR_USD,1769532810.0,1.19734,1.19751,1.19742
EUR_USD,1769532815.0,1.19732,1.19748,1.19740
EUR_USD,1769532820.0,1.19738,1.19753,1.19746
EUR_USD,1769532825.0,1.19746,1.19762,1.19754
EUR_USD,1769532830.0,1.19756,1.19772,1.19764
EUR_USD,1769532835.0,1.19754,1.19771,1.19762
EUR_USD,1769532840.0,1.19763,1.19778,1.19771
EUR_USD,1769532845.0,1.19756,1.19772,1.19764
EUR_USD,1769532850.0,1.19748,1.19765,1.19756
EUR_USD,1769532855.0,1.19755,1.19771,1.19763
EUR_USD,1769532860.0,1.19756,1.19771,1.19764
EUR_USD,1769532865.0,1.19753,1.19768,1.19761
EUR_USD,1769532870.0,1.19754,1.19769,1.19761
EUR_USD,1769532875.0,1.19754,1.19769,1.19761
EUR_USD,1769532880.0,1.19751,1.19766,1.19759
EUR_USD,1769532885.0,1.19751,1.19767,1.19759
EUR_USD,1769532890.0,1.19751,1.19767,1.19759
EUR_USD,1769532895.0,1.19754,1.19769,1.19761
EUR_USD,1769532900.0,1.19750,1.19765,1.19758
EUR_USD,1769532905.0,1.19755,1.19771,1.19763
EUR_USD,1769532910.0,1.19754,1.19770,1.19762
EUR_USD,1769532915.0,1.19755,1.19770,1.19762
EUR_USD,1769532920.0,1.19761,1.19776,1.19768
EUR_USD,1769532925.0,1.19767,1.19782,1.19775
EUR_USD,1769532930.0,1.19765,1.19780,1.19773
EUR_USD,1769532935.0,1.19765,1.19781,1.19773
EUR_USD,1769532940.0,1.19748,1.19764,1.19756
EUR_USD,1769532945.0,1.19745,1.19760,1.19752
EUR_USD,1769532950.0,1.19748,1.19762,1.19755
EUR_USD,1769532955.0,1.19748,1.19763,1.19755
EUR_USD,1769532960.0,1.19749,1.19765,1.19757
EUR_USD,1769532965.0,1.19754,1.19770,1.19762
EUR_USD,1769532970.0,1.19749,1.19763,1.19756
EUR_USD,1769532975.0,1.19751,1.19767,1.19759
EUR_USD,1769532980.0,1.19743,1.19759,1.19751
EUR_USD,1769532985.0,1.19744,1.19758,1.19751
EUR_USD,1769532990.0,1.19746,1.19761,1.19754
EUR_USD,1769532995.0,1.19741,1.19757,1.19749
EUR_USD,1769533000.0,1.19750,1.19766,1.19758
EUR_USD,1769533005.0,1.19747,1.19763,1.19755
EUR_USD,1769533010.0,1.19751,1.19767,1.19759
EUR_USD,1769533015.0,1.19753,1.19768,1.19761
EUR_USD,1769533020.0,1.19748,1.19765,1.19756
EUR_USD,1769533025.0,1.19747,1.19764,1.19755
EUR_USD,1769533030.0,1.19751,1.19767,1.19759
EUR_USD,1769533035.0,1.19755,1.19771,1.19763
EUR_USD,1769533040.0,1.19752,1.19767,1.19759
EUR_USD,1769533045.0,1.19746,1.19762,1.19754
EUR_USD,1769533050.0,1.19747,1.19762,1.19754
EUR_USD,1769533055.0,1.19767,1.19785,1.19776
EUR_USD,1769533060.0,1.19767,1.19783,1.19775
EUR_USD,1769533065.0,1.19768,1.19785,1.19776
EUR_USD,1769533070.0,1.19774,1.19791,1.19782
EUR_USD,1769533075.0,1.19779,1.19793,1.19786
EUR_USD,1769533080.0,1.19788,1.19805,1.19796
EUR_USD,1769533085.0,1.19791,1.19808,1.19800
EUR_USD,1769533090.0,1.19802,1.19818,1.19810
EUR_USD,1769533095.0,1.19797,1.19813,1.19805
EUR_USD,1769533100.0,1.19808,1.19824,1.19816
EUR_USD,1769533105.0,1.19800,1.19815,1.19808
EUR_USD,1769533110.0,1.19796,1.19811,1.19803
EUR_USD,1769533115.0,1.19793,1.19809,1.19801
EUR_USD,1769533120.0,1.19788,1.19803,1.19795
EUR_USD,1769533125.0,1.19783,1.19799,1.19791
EUR_USD,1769533130.0,1.19793,1.19808,1.19800
EUR_USD,1769533135.0,1.19792,1.19808,1.19800
EUR_USD,1769533140.0,1.19791,1.19808,1.19800
EUR_USD,1769533145.0,1.19791,1.19807,1.19799
EUR_USD,1769533150.0,1.19784,1.19799,1.19792
EUR_USD,1769533155.0,1.19786,1.19802,1.19794
EUR_USD,1769533160.0,1.19786,1.19801,1.19793
EUR_USD,1769533165.0,1.19779,1.19795,1.19787
EUR_USD,1769533170.0,1.19782,1.19798,1.19790
EUR_USD,1769533175.0,1.19781,1.19797,1.19789
EUR_USD,1769533180.0,1.19787,1.19801,1.19794
EUR_USD,1769533185.0,1.19788,1.19803,1.19795
EUR_USD,1769533190.0,1.19788,1.19803,1.19795
EUR_USD,1769533195.0,1.19785,1.19800,1.19793
EUR_USD,1769533200.0,1.19788,1.19806,1.19797
EUR_USD,1769533205.0,1.19799,1.19816,1.19808
EUR_USD,1769533210.0,1.19791,1.19809,1.19800
EUR_USD,1769533215.0,1.19778,1.19793,1.19786
EUR_USD,1769533220.0,1.19781,1.19798,1.19789
EUR_USD,1769533225.0,1.19775,1.19792,1.19783
EUR_USD,1769533230.0,1.19775,1.19792,1.19783
EUR_USD,1769533235.0,1.19776,1.19793,1.19785
EUR_USD,1769533240.0,1.19776,1.19791,1.19783
EUR_USD,1769533245.0,1.19765,1.19782,1.19774
EUR_USD,1769533250.0,1.19767,1.19782,1.19775
EUR_USD,1769533255.0,1.19769,1.19785,1.19777
EUR_USD,1769533260.0,1.19770,1.19786,1.19778
EUR_USD,1769533265.0,1.19768,1.19784,1.19776
EUR_USD,1769533270.0,1.19770,1.19786,1.19778
EUR_USD,1769533275.0,1.19782,1.19798,1.19790
EUR_USD,1769533280.0,1.19775,1.19792,1.19783
EUR_USD,1769533285.0,1.19777,1.19793,1.19785
EUR_USD,1769533290.0,1.19774,1.19790,1.19782
EUR_USD,1769533295.0,1.19771,1.19787,1.19779
EUR_USD,1769533300.0,1.19773,1.19788,1.19781
EUR_USD,1769533305.0,1.19778,1.19794,1.19786
EUR_USD,1769533310.0,1.19776,1.19793,1.19785
EUR_USD,1769533315.0,1.19787,1.19803,1.19795
EUR_USD,1769533320.0,1.19778,1.19795,1.19787
EUR_USD,1769533325.0,1.19781,1.19797,1.19789
EUR_USD,1769533330.0,1.19776,1.19791,1.19783
EUR_USD,1769533335.0,1.19775,1.19791,1.19783
EUR_USD,1769533340.0,1.19762,1.19777,1.19769
EUR_USD,1769533345.0,1.19755,1.19772,1.19764
EUR_USD,1769533350.0,1.19749,1.19766,1.19758
EUR_USD,1769533355.0,1.19743,1.19760,1.19752
EUR_USD,1769533360.0,1.19734,1.19751,1.19742
EUR_USD,1769533365.0,1.19735,1.19753,1.19744
EUR_USD,1769533370.0,1.19734,1.19751,1.19742
EUR_USD,1769533375.0,1.19734,1.19751,1.19742
EUR_USD,1769533380.0,1.19736,1.19753,1.19745
EUR_USD,1769533385.0,1.19746,1.19763,1.19754
EUR_USD,1769533390.0,1.19744,1.19761,1.19753
EUR_USD,1769533395.0,1.19739,1.19756,1.19747
EUR_USD,1769533400.0,1.19734,1.19749,1.19741
EUR_USD,1769533405.0,1.19734,1.19750,1.19742
EUR_USD,1769533410.0,1.19745,1.19761,1.19753
EUR_USD,1769533415.0,1.19748,1.19765,1.19756
EUR_USD,1769533420.0,1.19746,1.19763,1.19754
EUR_USD,1769533425.0,1.19745,1.19762,1.19753
EUR_USD,1769533430.0,1.19745,1.19762,1.19753
EUR_USD,1769533435.0,1.19749,1.19766,1.19758
EUR_USD,1769533440.0,1.19752,1.19769,1.19760
EUR_USD,1769533445.0,1.19764,1.19781,1.19773
EUR_USD,1769533450.0,1.19774,1.19791,1.19782
EUR_USD,1769533455.0,1.19778,1.19795,1.19787
EUR_USD,1769533460.0,1.19779,1.19797,1.19788
EUR_USD,1769533465.0,1.19782,1.19799,1.19790
EUR_USD,1769533470.0,1.19788,1.19804,1.19796
EUR_USD,1769533475.0,1.19785,1.19801,1.19793
EUR_USD,1769533480.0,1.19799,1.19815,1.19807
EUR_USD,1769533485.0,1.19794,1.19811,1.19802
EUR_USD,1769533490.0,1.19800,1.19815,1.19808
EUR_USD,1769533495.0,1.19811,1.19827,1.19819
EUR_USD,1769533500.0,1.19826,1.19843,1.19835
EUR_USD,1769533505.0,1.19825,1.19841,1.19833
EUR_USD,1769533510.0,1.19803,1.19820,1.19812
EUR_USD,1769533515.0,1.19799,1.19815,1.19807
EUR_USD,1769533520.0,1.19802,1.19819,1.19810
EUR_USD,1769533525.0,1.19798,1.19815,1.19807
EUR_USD,1769533530.0,1.19801,1.19817,1.19809
EUR_USD,1769533535.0,1.19799,1.19815,1.19807
EUR_USD,1769533540.0,1.19795,1.19811,1.19803
EUR_USD,1769533545.0,1.19792,1.19808,1.19800
EUR_USD,1769533550.0,1.19790,1.19806,1.19798
EUR_USD,1769533555.0,1.19793,1.19808,1.19800
EUR_USD,1769533560.0,1.19791,1.19807,1.19799
EUR_USD,1769533565.0,1.19791,1.19807,1.19799
EUR_USD,1769533570.0,1.19791,1.19807,1.19799
EUR_USD,1769533575.0,1.19795,1.19811,1.19803
EUR_USD,1769533580.0,1.19796,1.19810,1.19803
EUR_USD,1769533585.0,1.19795,1.19811,1.19803
EUR_USD,1769533590.0,1.19795,1.19810,1.19802
EUR_USD,1769533595.0,1.19795,1.19811,1.19803
EUR_USD,1769533600.0,1.19789,1.19804,1.19796
EUR_USD,1769533605.0,1.19789,1.19805,1.19797
EUR_USD,1769533610.0,1.19788,1.19804,1.19796
EUR_USD,1769533615.0,1.19786,1.19803,1.19794
EUR_USD,1769533620.0,1.19777,1.19793,1.19785
EUR_USD,1769533625.0,1.19775,1.19791,1.19783
EUR_USD,1769533630.0,1.19778,1.19793,1.19786
EUR_USD,1769533635.0,1.19793,1.19810,1.19801
EUR_USD,1769533640.0,1.19792,1.19809,1.19801
EUR_USD,1769533645.0,1.19792,1.19809,1.19801
EUR_USD,1769533650.0,1.19790,1.19806,1.19798
EUR_USD,1769533655.0,1.19791,1.19808,1.19800
EUR_USD,1769533660.0,1.19785,1.19802,1.19794
EUR_USD,1769533665.0,1.19783,1.19800,1.19792
EUR_USD,1769533670.0,1.19783,1.19800,1.19792
EUR_USD,1769533675.0,1.19782,1.19798,1.19790
EUR_USD,1769533680.0,1.19782,1.19797,1.19789
EUR_USD,1769533685.0,1.19774,1.19790,1.19782
EUR_USD,1769533690.0,1.19777,1.19792,1.19785
EUR_USD,1769533695.0,1.19781,1.19796,1.19788
EUR_USD,1769533700.0,1.19782,1.19798,1.19790
EUR_USD,1769533705.0,1.19768,1.19784,1.19776
EUR_USD,1769533710.0,1.19747,1.19764,1.19755
EUR_USD,1769533715.0,1.19755,1.19772,1.19764
EUR_USD,1769533720.0,1.19764,1.19779,1.19772
EUR_USD,1769533725.0,1.19753,1.19768,1.19761
EUR_USD,1769533730.0,1.19748,1.19763,1.19755
EUR_USD,1769533735.0,1.19749,1.19765,1.19757
EUR_USD,1769533740.0,1.19740,1.19756,1.19748
EUR_USD,1769533745.0,1.19734,1.19750,1.19742
EUR_USD,1769533750.0,1.19738,1.19754,1.19746
EUR_USD,1769533755.0,1.19733,1.19750,1.19741
EUR_USD,1769533760.0,1.19743,1.19759,1.19751
EUR_USD,1769533765.0,1.19742,1.19756,1.19749
EUR_USD,1769533770.0,1.19738,1.19753,1.19746
EUR_USD,1769533775.0,1.19738,1.19754,1.19746
EUR_USD,1769533780.0,1.19736,1.19751,1.19744
EUR_USD,1769533785.0,1.19739,1.19756,1.19747
EUR_USD,1769533790.0,1.19739,1.19756,1.19747
EUR_USD,1769533795.0,1.19730,1.19746,1.19738
EUR_USD,1769533800.0,1.19724,1.19738,1.19731
EUR_USD,1769533805.0,1.19728,1.19743,1.19735
EUR_USD,1769533810.0,1.19732,1.19746,1.19739
EUR_USD,1769533815.0,1.19737,1.19751,1.19744
EUR_USD,1769533820.0,1.19728,1.19743,1.19735
EUR_USD,1769533825.0,1.19727,1.19742,1.19734
EUR_USD,1769533830.0,1.19717,1.19733,1.19725
EUR_USD,1769533835.0,1.19711,1.19728,1.19719
EUR_USD,1769533840.0,1.19714,1.19730,1.19722
EUR_USD,1769533845.0,1.19716,1.19733,1.19725
EUR_USD,1769533850.0,1.19720,1.19735,1.19727
EUR_USD,1769533855.0,1.19715,1.19731,1.19723
EUR_USD,1769533860.0,1.19720,1.19734,1.19727
EUR_USD,1769533865.0,1.19719,1.19734,1.19727
EUR_USD,1769533870.0,1.19723,1.19737,1.19730
EUR_USD,1769533875.0,1.19720,1.19737,1.19728
EUR_USD,1769533880.0,1.19721,1.19736,1.19728
EUR_USD,1769533885.0,1.19726,1.19742,1.19734
EUR_USD,1769533890.0,1.19727,1.19742,1.19734
EUR_USD,1769533895.0,1.19722,1.19737,1.19729
EUR_USD,1769533900.0,1.19715,1.19732,1.19724
EUR_USD,1769533905.0,1.19724,1.19738,1.19731
EUR_USD,1769533910.0,1.19714,1.19730,1.19722
EUR_USD,1769533915.0,1.19710,1.19725,1.19718
EUR_USD,1769533920.0,1.19710,1.19726,1.19718
EUR_USD,1769533925.0,1.19699,1.19716,1.19707
EUR_USD,1769533930.0,1.19693,1.19711,1.19702
EUR_USD,1769533935.0,1.19698,1.19715,1.19706
EUR_USD,1769533940.0,1.19700,1.19716,1.19708
EUR_USD,1769533945.0,1.19706,1.19723,1.19714
EUR_USD,1769533950.0,1.19714,1.19728,1.19721
EUR_USD,1769533955.0,1.19720,1.19734,1.19727
EUR_USD,1769533960.0,1.19721,1.19736,1.19728
EUR_USD,1769533965.0,1.19738,1.19754,1.19746
EUR_USD,1769533970.0,1.19732,1.19748,1.19740
EUR_USD,1769533975.0,1.19735,1.19751,1.19743
EUR_USD,1769533980.0,1.19742,1.19757,1.19749
EUR_USD,1769533985.0,1.19744,1.19761,1.19753
EUR_USD,1769533990.0,1.19742,1.19757,1.19749
EUR_USD,1769533995.0,1.19744,1.19760,1.19752
EUR_USD,1769534000.0,1.19739,1.19756,1.19747
EUR_USD,1769534005.0,1.19727,1.19743,1.19735
EUR_USD,1769534010.0,1.19722,1.19737,1.19729
EUR_USD,1769534015.0,1.19720,1.19737,1.19728
EUR_USD,1769534020.0,1.19717,1.19731,1.19724
EUR_USD,1769534025.0,1.19711,1.19728,1.19719
EUR_USD,1769534030.0,1.19716,1.19733,1.19725
EUR_USD,1769534035.0,1.19721,1.19735,1.19728
EUR_USD,1769534040.0,1.19722,1.19738,1.19730
EUR_USD,1769534045.0,1.19722,1.19739,1.19731
EUR_USD,1769534050.0,1.19730,1.19747,1.19739
EUR_USD,1769534055.0,1.19732,1.19748,1.19740
EUR_USD,1769534060.0,1.19728,1.19743,1.19735
