timestamp_start,price_start,pair,direction,time_to_target,target_distance,max_mfe_pips,max_mae_pips,duration,session,weekday,speed,efficiency,drawdown_ratio,extension,composite_score,final_price,price_path,zone_label
2024-01-15T12:53:00.000000000Z,1.0957,EUR_USD,SHORT,4,2.5,4.199999999998649,0.0,4,london,monday,0.625,1.0,0.0,1.6799999999994597,0.767999999999946,1.09528,"[1.0957, 1.0957, 1.09556, 1.09552, 1.09528]",A+
2024-01-15T12:54:00.000000000Z,1.0957,EUR_USD,SHORT,3,2.5,4.199999999998649,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.6799999999994597,0.767999999999946,1.09528,"[1.0957, 1.09556, 1.09552, 1.09528]",A+
2024-01-15T12:55:00.000000000Z,1.09556,EUR_USD,SHORT,2,2.5,2.80000000000058,0.0,2,london,monday,1.25,1.0,0.0,1.120000000000232,0.7120000000000232,1.09528,"[1.09556, 1.09552, 1.09528]",A
2024-01-15T12:59:00.000000000Z,1.09538,EUR_USD,SHORT,1,2.5,2.900000000001235,0.0,1,london,monday,2.5,1.0,0.0,1.160000000000494,0.7160000000000494,1.09509,"[1.09538, 1.09509]",A
2024-01-15T13:01:00.000000000Z,1.09522,EUR_USD,SHORT,3,2.5,2.80000000000058,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.120000000000232,0.7120000000000232,1.09494,"[1.09522, 1.09518, 1.09508, 1.09494]",A
2024-01-15T13:05:00.000000000Z,1.09508,EUR_USD,SHORT,3,2.5,3.4000000000000696,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.3600000000000279,0.7360000000000028,1.09474,"[1.09508, 1.09492, 1.09488, 1.09474]",A+
2024-01-15T13:06:00.000000000Z,1.09492,EUR_USD,SHORT,3,2.5,4.3999999999999595,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.7599999999999838,0.7759999999999984,1.09448,"[1.09492, 1.09488, 1.09474, 1.09448]",A+
2024-01-15T13:07:00.000000000Z,1.09488,EUR_USD,SHORT,2,2.5,4.00000000000178,0.0,2,london,monday,1.25,1.0,0.0,1.600000000000712,0.7600000000000712,1.09448,"[1.09488, 1.09474, 1.09448]",A+
2024-01-15T13:08:00.000000000Z,1.09474,EUR_USD,SHORT,1,2.5,2.60000000000149,0.0,1,london,monday,2.5,1.0,0.0,1.040000000000596,0.7040000000000596,1.09448,"[1.09474, 1.09448]",A
2024-01-15T13:09:00.000000000Z,1.09448,EUR_USD,LONG,2,2.5,3.20000000000098,0.0,2,london,monday,1.25,1.0,0.0,1.280000000000392,0.7280000000000392,1.0948,"[1.09448, 1.09466, 1.0948]",A+
2024-01-15T13:15:00.000000000Z,1.09454,EUR_USD,LONG,2,2.5,3.1999999999987594,0.0,2,london,monday,1.25,1.0,0.0,1.2799999999995038,0.7279999999999504,1.09486,"[1.09454, 1.09476, 1.09486]",A+
2024-01-15T13:35:00.000000000Z,1.09525,EUR_USD,SHORT,2,2.5,3.4000000000000696,0.0,2,london,monday,1.25,1.0,0.0,1.3600000000000279,0.7360000000000028,1.09491,"[1.09525, 1.09506, 1.09491]",A+
2024-01-15T14:02:00.000000000Z,1.09488,EUR_USD,SHORT,3,2.5,5.20000000000076,0.0,3,london,monday,0.8333333333333334,1.0,0.0,2.080000000000304,0.8080000000000304,1.09436,"[1.09488, 1.09474, 1.09468, 1.09436]",A+
2024-01-15T14:03:00.000000000Z,1.09474,EUR_USD,SHORT,2,2.5,3.8000000000004697,0.0,2,london,monday,1.25,1.0,0.0,1.5200000000001879,0.7520000000000188,1.09436,"[1.09474, 1.09468, 1.09436]",A+
2024-01-15T14:04:00.000000000Z,1.09468,EUR_USD,SHORT,1,2.5,3.20000000000098,0.0,1,london,monday,2.5,1.0,0.0,1.280000000000392,0.7280000000000392,1.09436,"[1.09468, 1.09436]",A+
2024-01-15T14:05:00.000000000Z,1.09436,EUR_USD,SHORT,2,2.5,2.6999999999999247,0.0,2,london,monday,1.25,1.0,0.0,1.0799999999999699,0.707999999999997,1.09409,"[1.09436, 1.09414, 1.09409]",A
2024-01-15T14:21:00.000000000Z,1.09392,EUR_USD,LONG,3,2.5,3.4000000000000696,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.3600000000000279,0.7360000000000028,1.09426,"[1.09392, 1.09409, 1.09416, 1.09426]",A+
2024-01-15T14:54:00.000000000Z,1.09408,EUR_USD,LONG,3,2.5,2.80000000000058,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.120000000000232,0.7120000000000232,1.09436,"[1.09408, 1.09416, 1.09425, 1.09436]",A
2024-01-15T15:02:00.000000000Z,1.09418,EUR_USD,LONG,3,2.5,2.80000000000058,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.120000000000232,0.7120000000000232,1.09446,"[1.09418, 1.09425, 1.09438, 1.09446]",A
2024-01-15T15:07:00.000000000Z,1.09454,EUR_USD,SHORT,4,2.5,3.60000000000138,0.0,4,london,monday,0.625,1.0,0.0,1.440000000000552,0.7440000000000552,1.09418,"[1.09454, 1.09445, 1.09443, 1.09435, 1.09418]",A+
2024-01-15T15:08:00.000000000Z,1.09445,EUR_USD,SHORT,3,2.5,2.6999999999999247,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.0799999999999699,0.707999999999997,1.09418,"[1.09445, 1.09443, 1.09435, 1.09418]",A
2024-01-15T15:10:00.000000000Z,1.09435,EUR_USD,SHORT,2,2.5,4.299999999999304,0.0,2,london,monday,1.25,1.0,0.0,1.7199999999997218,0.7719999999999722,1.09392,"[1.09435, 1.09418, 1.09392]",A+
2024-01-15T15:12:00.000000000Z,1.09392,EUR_USD,LONG,3,2.5,2.6999999999999247,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.0799999999999699,0.707999999999997,1.09419,"[1.09392, 1.0941, 1.09411, 1.09419]",A
2024-01-15T15:23:00.000000000Z,1.09414,EUR_USD,LONG,2,2.5,4.60000000000127,0.0,2,london,monday,1.25,1.0,0.0,1.840000000000508,0.7840000000000508,1.0946,"[1.09414, 1.09434, 1.0946]",A+
2024-01-15T15:29:00.000000000Z,1.09453,EUR_USD,SHORT,2,2.5,2.8999999999990145,0.0,2,london,monday,1.25,1.0,0.0,1.1599999999996058,0.7159999999999606,1.09424,"[1.09453, 1.0943, 1.09424]",A
2024-01-15T15:32:00.000000000Z,1.09422,EUR_USD,SHORT,5,2.5,3.5000000000007248,0.0,5,london,monday,0.5,1.0,0.0,1.40000000000029,0.740000000000029,1.09387,"[1.09422, 1.09417, 1.09414, 1.09409, 1.094, 1.09387]",A+
2024-01-15T15:33:00.000000000Z,1.09417,EUR_USD,SHORT,4,2.5,3.00000000000189,0.0,4,london,monday,0.625,1.0,0.0,1.200000000000756,0.7200000000000756,1.09387,"[1.09417, 1.09414, 1.09409, 1.094, 1.09387]",A
2024-01-15T15:34:00.000000000Z,1.09414,EUR_USD,SHORT,3,2.5,2.6999999999999247,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.0799999999999699,0.707999999999997,1.09387,"[1.09414, 1.09409, 1.094, 1.09387]",A
2024-01-15T15:38:00.000000000Z,1.09384,EUR_USD,LONG,4,2.5,2.60000000000149,0.0,4,london,monday,0.625,1.0,0.0,1.040000000000596,0.7040000000000596,1.0941,"[1.09384, 1.09386, 1.09393, 1.09394, 1.0941]",A
2024-01-15T15:43:00.000000000Z,1.09399,EUR_USD,LONG,2,2.5,3.1000000000003247,0.0,2,london,monday,1.25,1.0,0.0,1.2400000000001299,0.724000000000013,1.0943,"[1.09399, 1.09414, 1.0943]",A
2024-01-15T15:46:00.000000000Z,1.09415,EUR_USD,LONG,3,2.5,2.900000000001235,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.160000000000494,0.7160000000000494,1.09444,"[1.09415, 1.09423, 1.09434, 1.09444]",A
2024-01-15T15:47:00.000000000Z,1.09423,EUR_USD,LONG,3,2.5,4.599999999999049,0.0,3,london,monday,0.8333333333333334,1.0,0.0,1.8399999999996197,0.783999999999962,1.09469,"[1.09423, 1.09434, 1.09444, 1.09469]",A+
2024-01-15T15:48:00.000000000Z,1.09434,EUR_USD,LONG,2,2.5,3.4999999999985043,0.0,2,london,monday,1.25,1.0,0.0,1.3999999999994017,0.7399999999999402,1.09469,"[1.09434, 1.09444, 1.09469]",A+
2024-01-15T15:49:00.000000000Z,1.09444,EUR_USD,LONG,2,2.5,2.7999999999983594,0.0,2,london,monday,1.25,1.0,0.0,1.1199999999993437,0.7119999999999344,1.09472,"[1.09444, 1.09469, 1.09472]",A
2024-01-15T16:25:00.000000000Z,1.09489,EUR_USD,LONG,2,2.5,2.900000000001235,0.0,2,other,monday,1.25,1.0,0.0,1.160000000000494,0.7160000000000494,1.09518,"[1.09489, 1.09494, 1.09518]",A
2024-01-15T16:29:00.000000000Z,1.09525,EUR_USD,SHORT,3,2.5,3.300000000001635,0.0,3,other,monday,0.8333333333333334,1.0,0.0,1.320000000000654,0.7320000000000654,1.09492,"[1.09525, 1.09519, 1.09506, 1.09492]",A+
2024-01-15T16:30:00.000000000Z,1.09519,EUR_USD,SHORT,2,2.5,2.700000000002145,0.0,2,other,monday,1.25,1.0,0.0,1.080000000000858,0.7080000000000858,1.09492,"[1.09519, 1.09506, 1.09492]",A
2024-01-15T16:43:00.000000000Z,1.09475,EUR_USD,LONG,5,2.5,2.700000000002145,0.0,5,other,monday,0.5,1.0,0.0,1.080000000000858,0.7080000000000858,1.09502,"[1.09475, 1.09476, 1.09478, 1.09491, 1.09491, 1.09502]",A
2024-01-15T16:44:00.000000000Z,1.09476,EUR_USD,LONG,4,2.5,2.60000000000149,0.0,4,other,monday,0.625,1.0,0.0,1.040000000000596,0.7040000000000596,1.09502,"[1.09476, 1.09478, 1.09491, 1.09491, 1.09502]",A
